radius,rest_mass_density,gravitational_mass,pressure,energy_density
7.606388e+02,3.989978e+15,2.935906e+25,2.063238e+37,1.240205e+37
7.635539e+02,3.989978e+15,2.965490e+25,2.063238e+37,1.240205e+37
7.664760e+02,3.989978e+15,2.995372e+25,2.063238e+37,1.240205e+37
7.694051e+02,3.989978e+15,3.025555e+25,2.063237e+37,1.240205e+37
7.723412e+02,3.989978e+15,3.056042e+25,2.063237e+37,1.240205e+37
7.752844e+02,3.989978e+15,3.086836e+25,2.063237e+37,1.240205e+37
7.782347e+02,3.989978e+15,3.117939e+25,2.063237e+37,1.240205e+37
7.811923e+02,3.989977e+15,3.149356e+25,2.063237e+37,1.240205e+37
7.841571e+02,3.989977e+15,3.181089e+25,2.063236e+37,1.240204e+37
7.871292e+02,3.989977e+15,3.213141e+25,2.063236e+37,1.240204e+37
7.901086e+02,3.989977e+15,3.245516e+25,2.063236e+37,1.240204e+37
7.930954e+02,3.989977e+15,3.278217e+25,2.063236e+37,1.240204e+37
7.960896e+02,3.989977e+15,3.311247e+25,2.063236e+37,1.240204e+37
7.990913e+02,3.989977e+15,3.344609e+25,2.063235e+37,1.240204e+37
8.021005e+02,3.989977e+15,3.378308e+25,2.063235e+37,1.240204e+37
8.051173e+02,3.989977e+15,3.412345e+25,2.063235e+37,1.240204e+37
8.081417e+02,3.989976e+15,3.446725e+25,2.063235e+37,1.240204e+37
8.111738e+02,3.989976e+15,3.481452e+25,2.063235e+37,1.240204e+37
8.142135e+02,3.989976e+15,3.516527e+25,2.063234e+37,1.240203e+37
8.172611e+02,3.989976e+15,3.551956e+25,2.063234e+37,1.240203e+37
8.203164e+02,3.989976e+15,3.587742e+25,2.063234e+37,1.240203e+37
8.233796e+02,3.989976e+15,3.623887e+25,2.063234e+37,1.240203e+37
8.264507e+02,3.989976e+15,3.660397e+25,2.063233e+37,1.240203e+37
8.295297e+02,3.989976e+15,3.697274e+25,2.063233e+37,1.240203e+37
8.326167e+02,3.989975e+15,3.734522e+25,2.063233e+37,1.240203e+37
8.357118e+02,3.989975e+15,3.772146e+25,2.063233e+37,1.240203e+37
8.388149e+02,3.989975e+15,3.810148e+25,2.063233e+37,1.240203e+37
8.419261e+02,3.989975e+15,3.848532e+25,2.063232e+37,1.240202e+37
8.450456e+02,3.989975e+15,3.887303e+25,2.063232e+37,1.240202e+37
8.481732e+02,3.989975e+15,3.926464e+25,2.063232e+37,1.240202e+37
8.513091e+02,3.989975e+15,3.966019e+25,2.063232e+37,1.240202e+37
8.544534e+02,3.989974e+15,4.005973e+25,2.063231e+37,1.240202e+37
8.576059e+02,3.989974e+15,4.046329e+25,2.063231e+37,1.240202e+37
8.607669e+02,3.989974e+15,4.087091e+25,2.063231e+37,1.240202e+37
8.639364e+02,3.989974e+15,4.128263e+25,2.063231e+37,1.240202e+37
8.671143e+02,3.989974e+15,4.169850e+25,2.063231e+37,1.240202e+37
8.703007e+02,3.989974e+15,4.211855e+25,2.063230e+37,1.240201e+37
8.734958e+02,3.989974e+15,4.254283e+25,2.063230e+37,1.240201e+37
8.766995e+02,3.989974e+15,4.297139e+25,2.063230e+37,1.240201e+37
8.799118e+02,3.989973e+15,4.340425e+25,2.063230e+37,1.240201e+37
8.831329e+02,3.989973e+15,4.384148e+25,2.063229e+37,1.240201e+37
8.863628e+02,3.989973e+15,4.428310e+25,2.063229e+37,1.240201e+37
8.896014e+02,3.989973e+15,4.472917e+25,2.063229e+37,1.240201e+37
8.928490e+02,3.989973e+15,4.517974e+25,2.063229e+37,1.240201e+37
8.961054e+02,3.989973e+15,4.563483e+25,2.063228e+37,1.240201e+37
8.993708e+02,3.989972e+15,4.609451e+25,2.063228e+37,1.240200e+37
9.026451e+02,3.989972e+15,4.655882e+25,2.063228e+37,1.240200e+37
9.059286e+02,3.989972e+15,4.702780e+25,2.063228e+37,1.240200e+37
9.092211e+02,3.989972e+15,4.750150e+25,2.063227e+37,1.240200e+37
9.125227e+02,3.989972e+15,4.797997e+25,2.063227e+37,1.240200e+37
9.158335e+02,3.989972e+15,4.846326e+25,2.063227e+37,1.240200e+37
9.191536e+02,3.989972e+15,4.895141e+25,2.063226e+37,1.240200e+37
9.224829e+02,3.989971e+15,4.944447e+25,2.063226e+37,1.240200e+37
9.258215e+02,3.989971e+15,4.994250e+25,2.063226e+37,1.240199e+37
9.291695e+02,3.989971e+15,5.044554e+25,2.063226e+37,1.240199e+37
9.325269e+02,3.989971e+15,5.095365e+25,2.063225e+37,1.240199e+37
9.358937e+02,3.989971e+15,5.146687e+25,2.063225e+37,1.240199e+37
9.392701e+02,3.989971e+15,5.198526e+25,2.063225e+37,1.240199e+37
9.426559e+02,3.989971e+15,5.250886e+25,2.063225e+37,1.240199e+37
9.460514e+02,3.989970e+15,5.303774e+25,2.063224e+37,1.240199e+37
9.494565e+02,3.989970e+15,5.357194e+25,2.063224e+37,1.240199e+37
9.528713e+02,3.989970e+15,5.411152e+25,2.063224e+37,1.240198e+37
9.562958e+02,3.989970e+15,5.465653e+25,2.063223e+37,1.240198e+37
9.597301e+02,3.989970e+15,5.520702e+25,2.063223e+37,1.240198e+37
9.631742e+02,3.989970e+15,5.576306e+25,2.063223e+37,1.240198e+37
9.666282e+02,3.989969e+15,5.632470e+25,2.063223e+37,1.240198e+37
9.700921e+02,3.989969e+15,5.689199e+25,2.063222e+37,1.240198e+37
9.735659e+02,3.989969e+15,5.746499e+25,2.063222e+37,1.240198e+37
9.770497e+02,3.989969e+15,5.804376e+25,2.063222e+37,1.240197e+37
9.805436e+02,3.989969e+15,5.862835e+25,2.063221e+37,1.240197e+37
9.840476e+02,3.989969e+15,5.921883e+25,2.063221e+37,1.240197e+37
9.875617e+02,3.989968e+15,5.981526e+25,2.063221e+37,1.240197e+37
9.910860e+02,3.989968e+15,6.041768e+25,2.063221e+37,1.240197e+37
9.946205e+02,3.989968e+15,6.102618e+25,2.063220e+37,1.240197e+37
9.981653e+02,3.989968e+15,6.164079e+25,2.063220e+37,1.240197e+37
1.001720e+03,3.989968e+15,6.226160e+25,2.063220e+37,1.240196e+37
1.005286e+03,3.989967e+15,6.288865e+25,2.063219e+37,1.240196e+37
1.008862e+03,3.989967e+15,6.352202e+25,2.063219e+37,1.240196e+37
1.012448e+03,3.989967e+15,6.416176e+25,2.063219e+37,1.240196e+37
1.016045e+03,3.989967e+15,6.480795e+25,2.063218e+37,1.240196e+37
1.019653e+03,3.989967e+15,6.546063e+25,2.063218e+37,1.240196e+37
1.023271e+03,3.989967e+15,6.611989e+25,2.063218e+37,1.240196e+37
1.026899e+03,3.989966e+15,6.678579e+25,2.063217e+37,1.240195e+37
1.030539e+03,3.989966e+15,6.745839e+25,2.063217e+37,1.240195e+37
1.034189e+03,3.989966e+15,6.813776e+25,2.063217e+37,1.240195e+37
1.037850e+03,3.989966e+15,6.882396e+25,2.063216e+37,1.240195e+37
1.041522e+03,3.989966e+15,6.951708e+25,2.063216e+37,1.240195e+37
1.045204e+03,3.989965e+15,7.021718e+25,2.063216e+37,1.240195e+37
1.048898e+03,3.989965e+15,7.092432e+25,2.063215e+37,1.240194e+37
1.052602e+03,3.989965e+15,7.163858e+25,2.063215e+37,1.240194e+37
1.056318e+03,3.989965e+15,7.236003e+25,2.063215e+37,1.240194e+37
1.060045e+03,3.989965e+15,7.308874e+25,2.063214e+37,1.240194e+37
1.063782e+03,3.989964e+15,7.382479e+25,2.063214e+37,1.240194e+37
1.067531e+03,3.989964e+15,7.456825e+25,2.063214e+37,1.240194e+37
1.071291e+03,3.989964e+15,7.531919e+25,2.063213e+37,1.240193e+37
1.075063e+03,3.989964e+15,7.607770e+25,2.063213e+37,1.240193e+37
1.078845e+03,3.989964e+15,7.684383e+25,2.063213e+37,1.240193e+37
1.082640e+03,3.989963e+15,7.761769e+25,2.063212e+37,1.240193e+37
1.086445e+03,3.989963e+15,7.839933e+25,2.063212e+37,1.240193e+37
1.090262e+03,3.989963e+15,7.918884e+25,2.063212e+37,1.240193e+37
1.094090e+03,3.989963e+15,7.998630e+25,2.063211e+37,1.240192e+37
1.097930e+03,3.989963e+15,8.079178e+25,2.063211e+37,1.240192e+37
1.101782e+03,3.989962e+15,8.160538e+25,2.063211e+37,1.240192e+37
1.105645e+03,3.989962e+15,8.242716e+25,2.063210e+37,1.240192e+37
1.109520e+03,3.989962e+15,8.325722e+25,2.063210e+37,1.240192e+37
1.113406e+03,3.989962e+15,8.409563e+25,2.063209e+37,1.240192e+37
1.117305e+03,3.989962e+15,8.494249e+25,2.063209e+37,1.240191e+37
1.121215e+03,3.989961e+15,8.579787e+25,2.063209e+37,1.240191e+37
1.125137e+03,3.989961e+15,8.666186e+25,2.063208e+37,1.240191e+37
1.129071e+03,3.989961e+15,8.753454e+25,2.063208e+37,1.240191e+37
1.133017e+03,3.989961e+15,8.841602e+25,2.063208e+37,1.240191e+37
1.136975e+03,3.989960e+15,8.930636e+25,2.063207e+37,1.240190e+37
1.140946e+03,3.989960e+15,9.020567e+25,2.063207e+37,1.240190e+37
1.144928e+03,3.989960e+15,9.111404e+25,2.063206e+37,1.240190e+37
1.148922e+03,3.989960e+15,9.203154e+25,2.063206e+37,1.240190e+37
1.152929e+03,3.989960e+15,9.295829e+25,2.063206e+37,1.240190e+37
1.156948e+03,3.989959e+15,9.389436e+25,2.063205e+37,1.240190e+37
1.160979e+03,3.989959e+15,9.483986e+25,2.063205e+37,1.240189e+37
1.165023e+03,3.989959e+15,9.579487e+25,2.063204e+37,1.240189e+37
1.169079e+03,3.989959e+15,9.675950e+25,2.063204e+37,1.240189e+37
1.173147e+03,3.989958e+15,9.773384e+25,2.063204e+37,1.240189e+37
1.177228e+03,3.989958e+15,9.871799e+25,2.063203e+37,1.240189e+37
1.181322e+03,3.989958e+15,9.971205e+25,2.063203e+37,1.240188e+37
1.185428e+03,3.989958e+15,1.007161e+26,2.063202e+37,1.240188e+37
1.189547e+03,3.989957e+15,1.017303e+26,2.063202e+37,1.240188e+37
1.193679e+03,3.989957e+15,1.027547e+26,2.063202e+37,1.240188e+37
1.197823e+03,3.989957e+15,1.037894e+26,2.063201e+37,1.240188e+37
1.201980e+03,3.989957e+15,1.048345e+26,2.063201e+37,1.240187e+37
1.206150e+03,3.989956e+15,1.058901e+26,2.063200e+37,1.240187e+37
1.210333e+03,3.989956e+15,1.069563e+26,2.063200e+37,1.240187e+37
1.214529e+03,3.989956e+15,1.080333e+26,2.063199e+37,1.240187e+37
1.218738e+03,3.989956e+15,1.091212e+26,2.063199e+37,1.240187e+37
1.222960e+03,3.989955e+15,1.102200e+26,2.063199e+37,1.240186e+37
1.227196e+03,3.989955e+15,1.113298e+26,2.063198e+37,1.240186e+37
1.231444e+03,3.989955e+15,1.124508e+26,2.063198e+37,1.240186e+37
1.235706e+03,3.989955e+15,1.135831e+26,2.063197e+37,1.240186e+37
1.239981e+03,3.989954e+15,1.147268e+26,2.063197e+37,1.240185e+37
1.244269e+03,3.989954e+15,1.158820e+26,2.063196e+37,1.240185e+37
1.248570e+03,3.989954e+15,1.170489e+26,2.063196e+37,1.240185e+37
1.252885e+03,3.989954e+15,1.182275e+26,2.063195e+37,1.240185e+37
1.257214e+03,3.989953e+15,1.194179e+26,2.063195e+37,1.240185e+37
