central_density,radius,mass
3.270000e+15,8.413290e+05,3.969761e+33
3.280000e+15,8.407455e+05,3.966686e+33
3.290000e+15,8.400351e+05,3.962826e+33
3.300000e+15,8.394083e+05,3.959555e+33
3.310000e+15,8.387441e+05,3.955927e+33
3.320000e+15,8.381798e+05,3.952897e+33
3.330000e+15,8.375410e+05,3.949301e+33
3.340000e+15,8.368590e+05,3.945670e+33
3.350000e+15,8.363403e+05,3.942710e+33
3.360000e+15,8.356629e+05,3.938938e+33
3.370000e+15,8.350688e+05,3.935746e+33
3.380000e+15,8.344371e+05,3.932204e+33
3.390000e+15,8.339051e+05,3.929252e+33
3.400000e+15,8.332453e+05,3.925527e+33
3.410000e+15,8.326693e+05,3.922383e+33
3.420000e+15,8.321609e+05,3.919316e+33
3.430000e+15,8.315148e+05,3.915633e+33
3.440000e+15,8.309521e+05,3.912524e+33
3.450000e+15,8.303515e+05,3.909070e+33
3.460000e+15,8.298503e+05,3.906199e+33
3.470000e+15,8.292211e+05,3.902565e+33
3.480000e+15,8.286755e+05,3.899505e+33
3.490000e+15,8.281973e+05,3.896522e+33
3.500000e+15,8.275652e+05,3.892910e+33
3.510000e+15,8.270483e+05,3.889907e+33
3.520000e+15,8.264773e+05,3.886542e+33
3.530000e+15,8.260057e+05,3.883755e+33
3.540000e+15,8.254055e+05,3.880213e+33
3.550000e+15,8.248891e+05,3.877240e+33
3.560000e+15,8.244397e+05,3.874343e+33
3.570000e+15,8.238521e+05,3.870843e+33
3.580000e+15,8.233479e+05,3.867908e+33
3.590000e+15,8.228051e+05,3.864633e+33
3.600000e+15,8.223616e+05,3.861932e+33
3.610000e+15,8.217892e+05,3.858482e+33
3.620000e+15,8.213007e+05,3.855598e+33
3.630000e+15,8.208790e+05,3.852788e+33
3.640000e+15,8.203184e+05,3.849381e+33
3.650000e+15,8.198416e+05,3.846534e+33
3.660000e+15,8.193255e+05,3.843350e+33
3.670000e+15,8.189091e+05,3.840736e+33
3.680000e+15,8.184160e+05,3.837584e+33
3.690000e+15,8.179113e+05,3.834441e+33
3.700000e+15,8.175060e+05,3.831863e+33
3.710000e+15,8.169713e+05,3.828547e+33
3.720000e+15,8.165203e+05,3.825789e+33
3.730000e+15,8.161356e+05,3.823105e+33
3.740000e+15,8.156117e+05,3.819830e+33
3.750000e+15,8.151716e+05,3.817109e+33
3.760000e+15,8.146920e+05,3.814056e+33
3.770000e+15,8.143122e+05,3.811568e+33
3.780000e+15,8.138017e+05,3.808342e+33
3.790000e+15,8.133856e+05,3.805532e+33
3.800000e+15,8.130159e+05,3.803079e+33
3.810000e+15,8.125161e+05,3.799895e+33
3.820000e+15,8.121004e+05,3.797264e+33
3.830000e+15,8.117505e+05,3.794706e+33
3.840000e+15,8.112608e+05,3.791562e+33
3.850000e+15,8.108551e+05,3.788968e+33
3.860000e+15,8.104093e+05,3.786044e+33
3.870000e+15,8.100636e+05,3.783681e+33
3.880000e+15,8.096396e+05,3.780788e+33
3.890000e+15,8.092036e+05,3.777903e+33
3.900000e+15,8.088674e+05,3.775575e+33
3.910000e+15,8.083999e+05,3.772520e+33
3.920000e+15,8.080170e+05,3.770015e+33
3.930000e+15,8.077001e+05,3.767583e+33
3.940000e+15,8.072420e+05,3.764568e+33
3.950000e+15,8.068684e+05,3.762100e+33
3.960000e+15,8.065607e+05,3.759705e+33
3.970000e+15,8.061121e+05,3.756729e+33
3.980000e+15,8.057476e+05,3.754298e+33
3.990000e+15,8.053424e+05,3.751539e+33
