radius,rest_mass_density,gravitational_mass,pressure,energy_density
1.050028e+03,3.989972e+15,4.174977e+25,4.278379e+36,7.276906e+36
1.053736e+03,3.989972e+15,4.217022e+25,4.278379e+36,7.276905e+36
1.057456e+03,3.989971e+15,4.259491e+25,4.278379e+36,7.276905e+36
1.061186e+03,3.989971e+15,4.302387e+25,4.278378e+36,7.276905e+36
1.064928e+03,3.989971e+15,4.345714e+25,4.278378e+36,7.276904e+36
1.068681e+03,3.989971e+15,4.389478e+25,4.278378e+36,7.276904e+36
1.072445e+03,3.989971e+15,4.433683e+25,4.278377e+36,7.276903e+36
1.076221e+03,3.989971e+15,4.478332e+25,4.278377e+36,7.276903e+36
1.080007e+03,3.989971e+15,4.523431e+25,4.278377e+36,7.276903e+36
1.083806e+03,3.989970e+15,4.568984e+25,4.278376e+36,7.276902e+36
1.087615e+03,3.989970e+15,4.614996e+25,4.278376e+36,7.276902e+36
1.091436e+03,3.989970e+15,4.661470e+25,4.278376e+36,7.276901e+36
1.095269e+03,3.989970e+15,4.708413e+25,4.278375e+36,7.276901e+36
1.099113e+03,3.989970e+15,4.755828e+25,4.278375e+36,7.276900e+36
1.102968e+03,3.989970e+15,4.803720e+25,4.278375e+36,7.276900e+36
1.106836e+03,3.989969e+15,4.852095e+25,4.278374e+36,7.276900e+36
1.110715e+03,3.989969e+15,4.900957e+25,4.278374e+36,7.276899e+36
1.114606e+03,3.989969e+15,4.950310e+25,4.278374e+36,7.276899e+36
1.118508e+03,3.989969e+15,5.000160e+25,4.278373e+36,7.276898e+36
1.122423e+03,3.989969e+15,5.050512e+25,4.278373e+36,7.276898e+36
1.126349e+03,3.989969e+15,5.101371e+25,4.278372e+36,7.276897e+36
1.130287e+03,3.989969e+15,5.152742e+25,4.278372e+36,7.276897e+36
1.134237e+03,3.989968e+15,5.204631e+25,4.278372e+36,7.276896e+36
1.138200e+03,3.989968e+15,5.257041e+25,4.278371e+36,7.276896e+36
1.142174e+03,3.989968e+15,5.309979e+25,4.278371e+36,7.276895e+36
1.146161e+03,3.989968e+15,5.363450e+25,4.278371e+36,7.276895e+36
1.150159e+03,3.989968e+15,5.417459e+25,4.278370e+36,7.276895e+36
1.154170e+03,3.989968e+15,5.472012e+25,4.278370e+36,7.276894e+36
1.158194e+03,3.989967e+15,5.527115e+25,4.278369e+36,7.276894e+36
1.162229e+03,3.989967e+15,5.582772e+25,4.278369e+36,7.276893e+36
1.166277e+03,3.989967e+15,5.638989e+25,4.278369e+36,7.276893e+36
