r,rho,m
1.4006550000e-05,1.0000000000e+15,4.5165080000e+01
1.4007870000e-05,1.0000000000e+15,4.5311760000e+01
1.4009190000e-05,1.0000000000e+15,4.5458920000e+01
1.4010500000e-05,1.0000000000e+15,4.5606560000e+01
1.4011820000e-05,1.0000000000e+15,4.5754680000e+01
1.4013140000e-05,1.0000000000e+15,4.5903270000e+01
1.4014450000e-05,1.0000000000e+15,4.6052350000e+01
1.4015770000e-05,1.0000000000e+15,4.6201920000e+01
1.4017080000e-05,1.0000000000e+15,4.6351970000e+01
1.4018400000e-05,1.0000000000e+15,4.6502510000e+01
1.4019710000e-05,1.0000000000e+15,4.6653530000e+01
1.4021030000e-05,1.0000000000e+15,4.6805050000e+01
1.4022340000e-05,1.0000000000e+15,4.6957060000e+01
1.4023660000e-05,1.0000000000e+15,4.7109560000e+01
1.4024970000e-05,1.0000000000e+15,4.7262560000e+01
1.4026290000e-05,1.0000000000e+15,4.7416060000e+01
1.4027600000e-05,1.0000000000e+15,4.7570050000e+01
1.4028910000e-05,1.0000000000e+15,4.7724550000e+01
1.4030230000e-05,1.0000000000e+15,4.7879540000e+01
1.4031540000e-05,1.0000000000e+15,4.8035040000e+01
1.4032850000e-05,1.0000000000e+15,4.8191040000e+01
1.4034160000e-05,1.0000000000e+15,4.8347550000e+01
1.4035480000e-05,1.0000000000e+15,4.8504570000e+01
1.4036790000e-05,1.0000000000e+15,4.8662100000e+01
1.4038100000e-05,1.0000000000e+15,4.8820140000e+01
1.4039410000e-05,1.0000000000e+15,4.8978700000e+01
1.4040720000e-05,1.0000000000e+15,4.9137770000e+01
1.4042030000e-05,1.0000000000e+15,4.9297350000e+01
1.4043340000e-05,1.0000000000e+15,4.9457450000e+01
1.4044650000e-05,1.0000000000e+15,4.9618080000e+01
1.4045960000e-05,1.0000000000e+15,4.9779220000e+01
1.4047270000e-05,1.0000000000e+15,4.9940890000e+01
1.4048580000e-05,1.0000000000e+15,5.0103090000e+01
1.4049890000e-05,1.0000000000e+15,5.0265810000e+01
1.4051200000e-05,1.0000000000e+15,5.0429050000e+01
1.4052510000e-05,1.0000000000e+15,5.0592830000e+01
1.4053820000e-05,1.0000000000e+15,5.0757140000e+01
1.4055130000e-05,1.0000000000e+15,5.0921990000e+01
1.4056440000e-05,1.0000000000e+15,5.1087370000e+01
1.4057740000e-05,1.0000000000e+15,5.1253290000e+01
1.4059050000e-05,1.0000000000e+15,5.1419740000e+01
1.4060360000e-05,1.0000000000e+15,5.1586740000e+01
1.4061670000e-05,1.0000000000e+15,5.1754280000e+01
1.4062970000e-05,1.0000000000e+15,5.1922360000e+01
1.4064280000e-05,1.0000000000e+15,5.2090990000e+01
1.4065590000e-05,1.0000000000e+15,5.2260170000e+01
1.4066890000e-05,1.0000000000e+15,5.2429890000e+01
1.4068200000e-05,1.0000000000e+15,5.2600170000e+01
1.4069500000e-05,1.0000000000e+15,5.2771000000e+01
1.4070810000e-05,1.0000000000e+15,5.2942380000e+01
1.4072110000e-05,1.0000000000e+15,5.3114330000e+01
1.4073420000e-05,1.0000000000e+15,5.3286830000e+01
1.4074720000e-05,1.0000000000e+15,5.3459890000e+01
1.4076030000e-05,1.0000000000e+15,5.3633510000e+01
1.4077330000e-05,1.0000000000e+15,5.3807700000e+01
1.4078640000e-05,1.0000000000e+15,5.3982450000e+01
1.4079940000e-05,1.0000000000e+15,5.4157770000e+01
1.4081240000e-05,1.0000000000e+15,5.4333660000e+01
1.4082550000e-05,1.0000000000e+15,5.4510120000e+01
1.4083850000e-05,1.0000000000e+15,5.4687150000e+01
1.4085150000e-05,1.0000000000e+15,5.4864760000e+01
1.4086460000e-05,1.0000000000e+15,5.5042940000e+01
1.4087760000e-05,1.0000000000e+15,5.5221710000e+01
1.4089060000e-05,1.0000000000e+15,5.5401050000e+01
1.4090360000e-05,1.0000000000e+15,5.5580980000e+01
1.4091660000e-05,1.0000000000e+15,5.5761490000e+01
1.4092960000e-05,1.0000000000e+15,5.5942580000e+01
1.4094270000e-05,1.0000000000e+15,5.6124270000e+01
1.4095570000e-05,1.0000000000e+15,5.6306550000e+01
1.4096870000e-05,1.0000000000e+15,5.6489410000e+01
1.4098170000e-05,1.0000000000e+15,5.6672870000e+01
1.4099470000e-05,1.0000000000e+15,5.6856930000e+01
1.4100770000e-05,1.0000000000e+15,5.7041590000e+01
1.4102070000e-05,1.0000000000e+15,5.7226840000e+01
1.4103370000e-05,1.0000000000e+15,5.7412700000e+01
1.4104670000e-05,1.0000000000e+15,5.7599160000e+01
1.4105970000e-05,1.0000000000e+15,5.7786220000e+01
1.4107260000e-05,1.0000000000e+15,5.7973900000e+01
1.4108560000e-05,1.0000000000e+15,5.8162180000e+01
1.4109860000e-05,1.0000000000e+15,5.8351070000e+01
1.4111160000e-05,1.0000000000e+15,5.8540580000e+01
1.4112460000e-05,1.0000000000e+15,5.8730700000e+01
1.4113750000e-05,1.0000000000e+15,5.8921440000e+01
1.4115050000e-05,1.0000000000e+15,5.9112800000e+01
1.4116350000e-05,1.0000000000e+15,5.9304780000e+01
1.4117650000e-05,1.0000000000e+15,5.9497390000e+01
1.4118940000e-05,1.0000000000e+15,5.9690620000e+01
1.4120240000e-05,1.0000000000e+15,5.9884480000e+01
1.4121530000e-05,1.0000000000e+15,6.0078960000e+01
1.4122830000e-05,1.0000000000e+15,6.0274080000e+01
1.4124130000e-05,1.0000000000e+15,6.0469840000e+01
1.4125420000e-05,1.0000000000e+15,6.0666230000e+01
1.4126720000e-05,1.0000000000e+15,6.0863250000e+01
1.4128010000e-05,1.0000000000e+15,6.1060920000e+01
1.4129310000e-05,1.0000000000e+15,6.1259230000e+01
1.4130600000e-05,1.0000000000e+15,6.1458180000e+01
1.4131890000e-05,1.0000000000e+15,6.1657780000e+01
1.4133190000e-05,1.0000000000e+15,6.1858020000e+01
1.4134480000e-05,1.0000000000e+15,6.2058920000e+01
1.4135780000e-05,1.0000000000e+15,6.2260470000e+01
1.4137070000e-05,1.0000000000e+15,6.2462670000e+01
1.4138360000e-05,1.0000000000e+15,6.2665540000e+01
1.4139660000e-05,1.0000000000e+15,6.2869060000e+01
1.4140950000e-05,1.0000000000e+15,6.3073240000e+01
1.4142240000e-05,1.0000000000e+15,6.3278080000e+01
1.4143530000e-05,1.0000000000e+15,6.3483590000e+01
1.4144820000e-05,1.0000000000e+15,6.3689760000e+01
1.4146120000e-05,1.0000000000e+15,6.3896610000e+01
1.4147410000e-05,1.0000000000e+15,6.4104130000e+01
1.4148700000e-05,1.0000000000e+15,6.4312320000e+01
1.4149990000e-05,1.0000000000e+15,6.4521190000e+01
1.4151280000e-05,1.0000000000e+15,6.4730730000e+01
1.4152570000e-05,1.0000000000e+15,6.4940960000e+01
1.4153860000e-05,1.0000000000e+15,6.5151870000e+01
1.4155150000e-05,1.0000000000e+15,6.5363470000e+01
1.4156440000e-05,1.0000000000e+15,6.5575750000e+01
1.4157730000e-05,1.0000000000e+15,6.5788720000e+01
1.4159020000e-05,1.0000000000e+15,6.6002380000e+01
1.4160310000e-05,1.0000000000e+15,6.6216740000e+01
1.4161600000e-05,1.0000000000e+15,6.6431790000e+01
1.4162890000e-05,1.0000000000e+15,6.6647540000e+01
1.4164170000e-05,1.0000000000e+15,6.6863990000e+01
1.4165460000e-05,1.0000000000e+15,6.7081150000e+01
1.4166750000e-05,1.0000000000e+15,6.7299010000e+01
1.4168040000e-05,1.0000000000e+15,6.7517580000e+01
1.4169320000e-05,1.0000000000e+15,6.7736850000e+01
1.4170610000e-05,1.0000000000e+15,6.7956840000e+01
1.4171900000e-05,1.0000000000e+15,6.8177550000e+01
1.4173190000e-05,1.0000000000e+15,6.8398970000e+01
1.4174470000e-05,1.0000000000e+15,6.8621110000e+01
1.4175760000e-05,1.0000000000e+15,6.8843970000e+01
1.4177040000e-05,1.0000000000e+15,6.9067560000e+01
1.4178330000e-05,1.0000000000e+15,6.9291870000e+01
1.4179620000e-05,1.0000000000e+15,6.9516910000e+01
1.4180900000e-05,1.0000000000e+15,6.9742680000e+01
1.4182190000e-05,1.0000000000e+15,6.9969180000e+01
1.4183470000e-05,1.0000000000e+15,7.0196420000e+01
1.4184760000e-05,1.0000000000e+15,7.0424400000e+01
1.4186040000e-05,1.0000000000e+15,7.0653120000e+01
1.4187320000e-05,1.0000000000e+15,7.0882580000e+01
1.4188610000e-05,1.0000000000e+15,7.1112790000e+01
1.4189890000e-05,1.0000000000e+15,7.1343740000e+01
1.4191170000e-05,1.0000000000e+15,7.1575440000e+01
1.4192460000e-05,1.0000000000e+15,7.1807900000e+01
1.4193740000e-05,1.0000000000e+15,7.2041110000e+01
1.4195020000e-05,1.0000000000e+15,7.2275080000e+01
1.4196310000e-05,1.0000000000e+15,7.2509810000e+01
1.4197590000e-05,1.0000000000e+15,7.2745300000e+01
1.4198870000e-05,1.0000000000e+15,7.2981560000e+01
1.4200150000e-05,1.0000000000e+15,7.3218580000e+01
1.4201430000e-05,1.0000000000e+15,7.3456370000e+01
1.4202710000e-05,1.0000000000e+15,7.3694940000e+01
1.4204000000e-05,1.0000000000e+15,7.3934280000e+01
1.4205280000e-05,1.0000000000e+15,7.4174390000e+01
1.4206560000e-05,1.0000000000e+15,7.4415290000e+01
1.4207840000e-05,1.0000000000e+15,7.4656970000e+01
1.4209120000e-05,1.0000000000e+15,7.4899440000e+01
1.4210400000e-05,1.0000000000e+15,7.5142690000e+01
1.4211680000e-05,1.0000000000e+15,7.5386730000e+01
1.4212960000e-05,1.0000000000e+15,7.5631560000e+01
1.4214240000e-05,1.0000000000e+15,7.5877190000e+01
1.4215520000e-05,1.0000000000e+15,7.6123620000e+01
1.4216790000e-05,1.0000000000e+15,7.6370850000e+01
1.4218070000e-05,1.0000000000e+15,7.6618880000e+01
1.4219350000e-05,1.0000000000e+15,7.6867710000e+01
1.4220630000e-05,1.0000000000e+15,7.7117360000e+01
1.4221910000e-05,1.0000000000e+15,7.7367810000e+01
1.4223180000e-05,1.0000000000e+15,7.7619080000e+01
1.4224460000e-05,1.0000000000e+15,7.7871170000e+01
1.4225740000e-05,1.0000000000e+15,7.8124070000e+01
1.4227020000e-05,1.0000000000e+15,7.8377790000e+01
1.4228290000e-05,1.0000000000e+15,7.8632340000e+01
1.4229570000e-05,1.0000000000e+15,7.8887720000e+01
1.4230850000e-05,1.0000000000e+15,7.9143920000e+01
1.4232120000e-05,1.0000000000e+15,7.9400960000e+01
1.4233400000e-05,1.0000000000e+15,7.9658830000e+01
1.4234670000e-05,1.0000000000e+15,7.9917540000e+01
1.4235950000e-05,1.0000000000e+15,8.0177090000e+01
1.4237220000e-05,1.0000000000e+15,8.0437480000e+01
1.4238500000e-05,1.0000000000e+15,8.0698720000e+01
1.4239770000e-05,1.0000000000e+15,8.0960810000e+01
1.4241050000e-05,1.0000000000e+15,8.1223740000e+01
1.4242320000e-05,1.0000000000e+15,8.1487530000e+01
1.4243600000e-05,1.0000000000e+15,8.1752180000e+01
1.4244870000e-05,1.0000000000e+15,8.2017690000e+01
1.4246140000e-05,1.0000000000e+15,8.2284060000e+01
1.4247420000e-05,1.0000000000e+15,8.2551290000e+01
1.4248690000e-05,1.0000000000e+15,8.2819400000e+01
1.4249960000e-05,1.0000000000e+15,8.3088370000e+01
1.4251240000e-05,1.0000000000e+15,8.3358220000e+01
1.4252510000e-05,1.0000000000e+15,8.3628940000e+01
1.4253780000e-05,1.0000000000e+15,8.3900540000e+01
1.4255050000e-05,1.0000000000e+15,8.4173030000e+01
1.4256320000e-05,1.0000000000e+15,8.4446400000e+01
1.4257600000e-05,1.0000000000e+15,8.4720660000e+01
1.4258870000e-05,1.0000000000e+15,8.4995800000e+01
1.4260140000e-05,1.0000000000e+15,8.5271850000e+01
1.4261410000e-05,1.0000000000e+15,8.5548780000e+01
1.4262680000e-05,1.0000000000e+15,8.5826620000e+01
1.4263950000e-05,1.0000000000e+15,8.6105360000e+01
1.4265220000e-05,1.0000000000e+15,8.6385010000e+01
1.4266490000e-05,1.0000000000e+15,8.6665560000e+01
1.4267760000e-05,1.0000000000e+15,8.6947030000e+01
1.4269030000e-05,1.0000000000e+15,8.7229410000e+01
1.4270300000e-05,1.0000000000e+15,8.7512700000e+01
1.4271570000e-05,1.0000000000e+15,8.7796920000e+01
1.4272840000e-05,1.0000000000e+15,8.8082060000e+01
1.4274100000e-05,1.0000000000e+15,8.8368120000e+01
1.4275370000e-05,1.0000000000e+15,8.8655120000e+01
1.4276640000e-05,1.0000000000e+15,8.8943040000e+01
1.4277910000e-05,1.0000000000e+15,8.9231900000e+01
1.4279180000e-05,1.0000000000e+15,8.9521700000e+01
1.4280440000e-05,1.0000000000e+15,8.9812440000e+01
1.4281710000e-05,1.0000000000e+15,9.0104130000e+01
1.4282980000e-05,1.0000000000e+15,9.0396760000e+01
1.4284240000e-05,1.0000000000e+15,9.0690340000e+01
1.4285510000e-05,1.0000000000e+15,9.0984880000e+01
1.4286780000e-05,1.0000000000e+15,9.1280370000e+01
1.4288040000e-05,1.0000000000e+15,9.1576830000e+01
1.4289310000e-05,1.0000000000e+15,9.1874240000e+01
1.4290570000e-05,1.0000000000e+15,9.2172620000e+01
1.4291840000e-05,1.0000000000e+15,9.2471970000e+01
1.4293110000e-05,1.0000000000e+15,9.2772290000e+01
1.4294370000e-05,1.0000000000e+15,9.3073590000e+01
1.4295630000e-05,1.0000000000e+15,9.3375870000e+01
1.4296900000e-05,1.0000000000e+15,9.3679130000e+01
1.4298160000e-05,1.0000000000e+15,9.3983370000e+01
1.4299430000e-05,1.0000000000e+15,9.4288600000e+01
1.4300690000e-05,1.0000000000e+15,9.4594820000e+01
1.4301960000e-05,1.0000000000e+15,9.4902040000e+01
1.4303220000e-05,1.0000000000e+15,9.5210250000e+01
1.4304480000e-05,1.0000000000e+15,9.5519470000e+01
1.4305740000e-05,1.0000000000e+15,9.5829690000e+01
1.4307010000e-05,1.0000000000e+15,9.6140920000e+01
1.4308270000e-05,1.0000000000e+15,9.6453150000e+01
1.4309530000e-05,1.0000000000e+15,9.6766410000e+01
1.4310790000e-05,1.0000000000e+15,9.7080670000e+01
1.4312060000e-05,1.0000000000e+15,9.7395960000e+01
1.4313320000e-05,1.0000000000e+15,9.7712280000e+01
1.4314580000e-05,1.0000000000e+15,9.8029620000e+01
1.4315840000e-05,1.0000000000e+15,9.8347990000e+01
1.4317100000e-05,1.0000000000e+15,9.8667400000e+01
1.4318360000e-05,1.0000000000e+15,9.8987840000e+01
1.4319620000e-05,1.0000000000e+15,9.9309330000e+01
1.4320880000e-05,1.0000000000e+15,9.9631850000e+01
1.4322140000e-05,1.0000000000e+15,9.9955430000e+01
1.4323400000e-05,1.0000000000e+15,1.0028010000e+02
1.4324660000e-05,1.0000000000e+15,1.0060570000e+02
1.4325920000e-05,1.0000000000e+15,1.0093250000e+02
1.4327180000e-05,1.0000000000e+15,1.0126030000e+02
1.4328440000e-05,1.0000000000e+15,1.0158910000e+02
1.4329700000e-05,1.0000000000e+15,1.0191910000e+02
1.4330960000e-05,1.0000000000e+15,1.0225010000e+02
1.4332220000e-05,1.0000000000e+15,1.0258220000e+02
1.4333470000e-05,1.0000000000e+15,1.0291530000e+02
1.4334730000e-05,1.0000000000e+15,1.0324960000e+02
1.4335990000e-05,1.0000000000e+15,1.0358490000e+02
1.4337250000e-05,1.0000000000e+15,1.0392130000e+02
1.4338500000e-05,1.0000000000e+15,1.0425880000e+02
1.4339760000e-05,1.0000000000e+15,1.0459740000e+02
1.4341020000e-05,1.0000000000e+15,1.0493710000e+02
1.4342270000e-05,1.0000000000e+15,1.0527790000e+02
1.4343530000e-05,1.0000000000e+15,1.0561980000e+02
1.4344790000e-05,1.0000000000e+15,1.0596280000e+02
1.4346040000e-05,1.0000000000e+15,1.0630700000e+02
1.4347300000e-05,1.0000000000e+15,1.0665220000e+02
1.4348550000e-05,1.0000000000e+15,1.0699860000e+02
1.4349810000e-05,1.0000000000e+15,1.0734610000e+02
1.4351060000e-05,1.0000000000e+15,1.0769470000e+02
1.4352320000e-05,1.0000000000e+15,1.0804450000e+02
1.4353570000e-05,1.0000000000e+15,1.0839540000e+02
1.4354830000e-05,1.0000000000e+15,1.0874740000e+02
1.4356080000e-05,1.0000000000e+15,1.0910060000e+02
1.4357330000e-05,1.0000000000e+15,1.0945490000e+02
1.4358590000e-05,1.0000000000e+15,1.0981040000e+02
1.4359840000e-05,1.0000000000e+15,1.1016710000e+02
1.4361100000e-05,1.0000000000e+15,1.1052480000e+02
1.4362350000e-05,1.0000000000e+15,1.1088380000e+02
1.4363600000e-05,1.0000000000e+15,1.1124390000e+02
1.4364850000e-05,1.0000000000e+15,1.1160520000e+02
1.4366110000e-05,1.0000000000e+15,1.1196770000e+02
1.4367360000e-05,1.0000000000e+15,1.1233130000e+02
1.4368610000e-05,1.0000000000e+15,1.1269610000e+02
1.4369860000e-05,1.0000000000e+15,1.1306210000e+02
1.4371110000e-05,1.0000000000e+15,1.1342930000e+02
1.4372360000e-05,1.0000000000e+15,1.1379770000e+02
1.4373620000e-05,1.0000000000e+15,1.1416730000e+02
1.4374870000e-05,1.0000000000e+15,1.1453810000e+02
1.4376120000e-05,1.0000000000e+15,1.1491010000e+02
1.4377370000e-05,1.0000000000e+15,1.1528330000e+02
1.4378620000e-05,1.0000000000e+15,1.1565770000e+02
1.4379870000e-05,1.0000000000e+15,1.1603330000e+02
1.4381120000e-05,1.0000000000e+15,1.1641010000e+02
1.4382370000e-05,1.0000000000e+15,1.1678820000e+02
1.4383620000e-05,1.0000000000e+15,1.1716750000e+02
1.4384870000e-05,1.0000000000e+15,1.1754800000e+02
1.4386110000e-05,1.0000000000e+15,1.1792980000e+02
1.4387360000e-05,1.0000000000e+15,1.1831280000e+02
1.4388610000e-05,1.0000000000e+15,1.1869700000e+02
1.4389860000e-05,1.0000000000e+15,1.1908250000e+02
1.4391110000e-05,1.0000000000e+15,1.1946930000e+02
1.4392360000e-05,1.0000000000e+15,1.1985730000e+02
1.4393600000e-05,1.0000000000e+15,1.2024650000e+02
1.4394850000e-05,1.0000000000e+15,1.2063710000e+02
1.4396100000e-05,1.0000000000e+15,1.2102880000e+02
1.4397340000e-05,1.0000000000e+15,1.2142190000e+02
1.4398590000e-05,1.0000000000e+15,1.2181630000e+02
1.4399840000e-05,1.0000000000e+15,1.2221190000e+02
1.4401080000e-05,1.0000000000e+15,1.2260880000e+02
1.4402330000e-05,1.0000000000e+15,1.2300700000e+02
1.4403580000e-05,1.0000000000e+15,1.2340650000e+02
1.4404820000e-05,1.0000000000e+15,1.2380730000e+02
1.4406070000e-05,1.0000000000e+15,1.2420940000e+02
1.4407310000e-05,1.0000000000e+15,1.2461280000e+02
1.4408560000e-05,1.0000000000e+15,1.2501750000e+02
1.4409800000e-05,1.0000000000e+15,1.2542350000e+02
1.4411050000e-05,1.0000000000e+15,1.2583080000e+02
1.4412290000e-05,1.0000000000e+15,1.2623950000e+02
1.4413530000e-05,1.0000000000e+15,1.2664950000e+02
1.4414780000e-05,1.0000000000e+15,1.2706080000e+02
1.4416020000e-05,1.0000000000e+15,1.2747340000e+02
1.4417270000e-05,1.0000000000e+15,1.2788740000e+02
1.4418510000e-05,1.0000000000e+15,1.2830280000e+02
1.4419750000e-05,1.0000000000e+15,1.2871950000e+02
1.4420990000e-05,1.0000000000e+15,1.2913750000e+02
1.4422240000e-05,1.0000000000e+15,1.2955690000e+02
1.4423480000e-05,1.0000000000e+15,1.2997770000e+02
1.4424720000e-05,1.0000000000e+15,1.3039980000e+02
1.4425960000e-05,1.0000000000e+15,1.3082330000e+02
1.4427210000e-05,1.0000000000e+15,1.3124820000e+02
1.4428450000e-05,1.0000000000e+15,1.3167450000e+02
1.4429690000e-05,1.0000000000e+15,1.3210210000e+02
1.4430930000e-05,1.0000000000e+15,1.3253110000e+02
1.4432170000e-05,1.0000000000e+15,1.3296150000e+02
1.4433410000e-05,1.0000000000e+15,1.3339340000e+02
1.4434650000e-05,1.0000000000e+15,1.3382660000e+02
1.4435890000e-05,1.0000000000e+15,1.3426120000e+02
1.4437130000e-05,1.0000000000e+15,1.3469730000e+02
1.4438370000e-05,1.0000000000e+15,1.3513470000e+02
1.4439610000e-05,1.0000000000e+15,1.3557360000e+02
1.4440850000e-05,1.0000000000e+15,1.3601390000e+02
1.4442090000e-05,1.0000000000e+15,1.3645560000e+02
1.4443330000e-05,1.0000000000e+15,1.3689880000e+02
1.4444570000e-05,1.0000000000e+15,1.3734340000e+02
1.4445810000e-05,1.0000000000e+15,1.3778950000e+02
1.4447040000e-05,1.0000000000e+15,1.3823700000e+02
1.4448280000e-05,1.0000000000e+15,1.3868590000e+02
1.4449520000e-05,1.0000000000e+15,1.3913630000e+02
1.4450760000e-05,1.0000000000e+15,1.3958820000e+02
1.4452000000e-05,1.0000000000e+15,1.4004150000e+02
1.4453230000e-05,1.0000000000e+15,1.4049640000e+02
1.4454470000e-05,1.0000000000e+15,1.4095270000e+02
1.4455710000e-05,1.0000000000e+15,1.4141040000e+02
1.4456940000e-05,1.0000000000e+15,1.4186970000e+02
1.4458180000e-05,1.0000000000e+15,1.4233040000e+02
1.4459420000e-05,1.0000000000e+15,1.4279270000e+02
1.4460650000e-05,1.0000000000e+15,1.4325640000e+02
1.4461890000e-05,1.0000000000e+15,1.4372170000e+02
1.4463120000e-05,1.0000000000e+15,1.4418850000e+02
1.4464360000e-05,1.0000000000e+15,1.4465670000e+02
1.4465590000e-05,1.0000000000e+15,1.4512650000e+02
1.4466830000e-05,1.0000000000e+15,1.4559790000e+02
1.4468060000e-05,1.0000000000e+15,1.4607070000e+02
1.4469300000e-05,1.0000000000e+15,1.4654510000e+02
1.4470530000e-05,1.0000000000e+15,1.4702110000e+02
1.4471770000e-05,1.0000000000e+15,1.4749850000e+02
1.4473000000e-05,1.0000000000e+15,1.4797760000e+02
1.4474240000e-05,1.0000000000e+15,1.4845820000e+02
1.4475470000e-05,1.0000000000e+15,1.4894030000e+02
1.4476700000e-05,1.0000000000e+15,1.4942400000e+02
1.4477940000e-05,1.0000000000e+15,1.4990930000e+02
1.4479170000e-05,1.0000000000e+15,1.5039620000e+02
1.4480400000e-05,1.0000000000e+15,1.5088460000e+02
1.4481630000e-05,1.0000000000e+15,1.5137470000e+02
1.4482870000e-05,1.0000000000e+15,1.5186630000e+02
1.4484100000e-05,1.0000000000e+15,1.5235950000e+02
1.4485330000e-05,1.0000000000e+15,1.5285430000e+02
1.4486560000e-05,1.0000000000e+15,1.5335070000e+02
1.4487790000e-05,1.0000000000e+15,1.5384880000e+02
1.4489020000e-05,1.0000000000e+15,1.5434840000e+02
1.4490250000e-05,1.0000000000e+15,1.5484970000e+02
1.4491490000e-05,1.0000000000e+15,1.5535260000e+02
1.4492720000e-05,1.0000000000e+15,1.5585720000e+02
1.4493950000e-05,1.0000000000e+15,1.5636330000e+02
1.4495180000e-05,1.0000000000e+15,1.5687120000e+02
1.4496410000e-05,1.0000000000e+15,1.5738060000e+02
1.4497640000e-05,1.0000000000e+15,1.5789180000e+02
1.4498870000e-05,1.0000000000e+15,1.5840460000e+02
1.4500090000e-05,1.0000000000e+15,1.5891900000e+02
1.4501320000e-05,1.0000000000e+15,1.5943510000e+02
1.4502550000e-05,1.0000000000e+15,1.5995290000e+02
1.4503780000e-05,1.0000000000e+15,1.6047240000e+02
1.4505010000e-05,1.0000000000e+15,1.6099360000e+02
1.4506240000e-05,1.0000000000e+15,1.6151640000e+02
1.4507470000e-05,1.0000000000e+15,1.6204100000e+02
1.4508690000e-05,1.0000000000e+15,1.6256730000e+02
1.4509920000e-05,1.0000000000e+15,1.6309520000e+02
1.4511150000e-05,1.0000000000e+15,1.6362490000e+02
1.4512380000e-05,1.0000000000e+15,1.6415630000e+02
1.4513600000e-05,1.0000000000e+15,1.6468950000e+02
1.4514830000e-05,1.0000000000e+15,1.6522430000e+02
1.4516060000e-05,1.0000000000e+15,1.6576090000e+02
1.4517280000e-05,1.0000000000e+15,1.6629930000e+02
1.4518510000e-05,1.0000000000e+15,1.6683940000e+02
1.4519740000e-05,1.0000000000e+15,1.6738120000e+02
1.4520960000e-05,1.0000000000e+15,1.6792480000e+02
1.4522190000e-05,1.0000000000e+15,1.6847020000e+02
1.4523410000e-05,1.0000000000e+15,1.6901730000e+02
1.4524640000e-05,1.0000000000e+15,1.6956620000e+02
1.4525860000e-05,1.0000000000e+15,1.7011690000e+02
1.4527090000e-05,1.0000000000e+15,1.7066940000e+02
1.4528310000e-05,1.0000000000e+15,1.7122370000e+02
1.4529540000e-05,1.0000000000e+15,1.7177980000e+02
1.4530760000e-05,1.0000000000e+15,1.7233770000e+02
1.4531980000e-05,1.0000000000e+15,1.7289740000e+02
1.4533210000e-05,1.0000000000e+15,1.7345890000e+02
1.4534430000e-05,1.0000000000e+15,1.7402230000e+02
1.4535650000e-05,1.0000000000e+15,1.7458740000e+02
