t,y0,k1[0],k2[0],k3[0],k4[0],y1,k1[1],k2[1],k3[1],k4[1],P,H
2.700973e+05,9.695083e+14,-2.285487e+08,-2.289916e+08,-2.289946e+08,-2.294376e+08,8.103228e+31,8.887953e+26,8.919839e+26,8.919837e+26,8.951773e+26,1.803723e+35,1.231356e+06
2.710973e+05,9.692793e+14,-2.294376e+08,-2.298808e+08,-2.298838e+08,-2.303271e+08,8.192426e+31,8.951773e+26,8.983760e+26,8.983758e+26,9.015796e+26,1.802256e+35,1.226295e+06
2.720973e+05,9.690494e+14,-2.303271e+08,-2.307705e+08,-2.307734e+08,-2.312170e+08,8.282263e+31,9.015796e+26,9.047885e+26,9.047883e+26,9.080023e+26,1.800784e+35,1.221270e+06
2.730973e+05,9.688186e+14,-2.312170e+08,-2.316607e+08,-2.316636e+08,-2.321075e+08,8.372741e+31,9.080023e+26,9.112214e+26,9.112212e+26,9.144454e+26,1.799307e+35,1.216280e+06
2.740973e+05,9.685870e+14,-2.321075e+08,-2.325514e+08,-2.325544e+08,-2.329984e+08,8.463862e+31,9.144454e+26,9.176746e+26,9.176744e+26,9.209088e+26,1.797825e+35,1.211324e+06
2.750972e+05,9.683544e+14,-2.329984e+08,-2.334427e+08,-2.334456e+08,-2.338899e+08,8.555629e+31,9.209088e+26,9.241482e+26,9.241479e+26,9.273924e+26,1.796339e+35,1.206402e+06
2.760972e+05,9.681210e+14,-2.338899e+08,-2.343344e+08,-2.343373e+08,-2.347820e+08,8.648043e+31,9.273924e+26,9.306419e+26,9.306417e+26,9.338963e+26,1.794848e+35,1.201514e+06
2.770972e+05,9.678866e+14,-2.347820e+08,-2.352267e+08,-2.352296e+08,-2.356745e+08,8.741106e+31,9.338963e+26,9.371559e+26,9.371557e+26,9.404203e+26,1.793351e+35,1.196659e+06
2.780972e+05,9.676514e+14,-2.356745e+08,-2.361195e+08,-2.361224e+08,-2.365676e+08,8.834821e+31,9.404203e+26,9.436900e+26,9.436898e+26,9.469645e+26,1.791850e+35,1.191838e+06
2.790972e+05,9.674153e+14,-2.365676e+08,-2.370129e+08,-2.370158e+08,-2.374612e+08,8.929189e+31,9.469645e+26,9.502443e+26,9.502441e+26,9.535289e+26,1.790344e+35,1.187049e+06
2.800972e+05,9.671783e+14,-2.374612e+08,-2.379067e+08,-2.379096e+08,-2.383553e+08,9.024212e+31,9.535289e+26,9.568187e+26,9.568184e+26,9.601133e+26,1.788834e+35,1.182292e+06
2.810972e+05,9.669404e+14,-2.383553e+08,-2.388012e+08,-2.388040e+08,-2.392500e+08,9.119893e+31,9.601133e+26,9.634131e+26,9.634129e+26,9.667177e+26,1.787318e+35,1.177567e+06
2.820972e+05,9.667016e+14,-2.392500e+08,-2.396961e+08,-2.396990e+08,-2.401452e+08,9.216234e+31,9.667177e+26,9.700276e+26,9.700274e+26,9.733422e+26,1.785798e+35,1.172874e+06
2.830972e+05,9.664619e+14,-2.401452e+08,-2.405916e+08,-2.405945e+08,-2.410410e+08,9.313236e+31,9.733422e+26,9.766620e+26,9.766618e+26,9.799866e+26,1.784273e+35,1.168212e+06
2.840972e+05,9.662213e+14,-2.410410e+08,-2.414876e+08,-2.414905e+08,-2.419373e+08,9.410901e+31,9.799866e+26,9.833165e+26,9.833162e+26,9.866510e+26,1.782744e+35,1.163581e+06
2.850971e+05,9.659798e+14,-2.419373e+08,-2.423842e+08,-2.423871e+08,-2.428341e+08,9.509232e+31,9.866510e+26,9.899908e+26,9.899906e+26,9.933353e+26,1.781209e+35,1.158980e+06
2.860971e+05,9.657374e+14,-2.428341e+08,-2.432813e+08,-2.432842e+08,-2.437315e+08,9.608230e+31,9.933353e+26,9.966850e+26,9.966848e+26,1.000039e+27,1.779670e+35,1.154410e+06
2.870971e+05,9.654941e+14,-2.437315e+08,-2.441790e+08,-2.441818e+08,-2.446295e+08,9.707897e+31,1.000039e+27,1.003399e+27,1.003399e+27,1.006763e+27,1.778126e+35,1.149870e+06
2.880971e+05,9.652500e+14,-2.446295e+08,-2.450773e+08,-2.450801e+08,-2.455280e+08,9.808236e+31,1.006763e+27,1.010133e+27,1.010133e+27,1.013507e+27,1.776577e+35,1.145359e+06
2.890971e+05,9.650049e+14,-2.455280e+08,-2.459760e+08,-2.459789e+08,-2.464270e+08,9.909249e+31,1.013507e+27,1.016886e+27,1.016886e+27,1.020271e+27,1.775024e+35,1.140878e+06
2.900971e+05,9.647589e+14,-2.464270e+08,-2.468754e+08,-2.468782e+08,-2.473267e+08,1.001094e+32,1.020271e+27,1.023660e+27,1.023660e+27,1.027054e+27,1.773466e+35,1.136426e+06
2.910971e+05,9.645120e+14,-2.473267e+08,-2.477753e+08,-2.477781e+08,-2.482269e+08,1.011330e+32,1.027054e+27,1.030453e+27,1.030453e+27,1.033857e+27,1.771903e+35,1.132003e+06
2.920971e+05,9.642643e+14,-2.482269e+08,-2.486758e+08,-2.486786e+08,-2.491276e+08,1.021635e+32,1.033857e+27,1.037265e+27,1.037265e+27,1.040679e+27,1.770335e+35,1.127608e+06
2.930971e+05,9.640156e+14,-2.491276e+08,-2.495768e+08,-2.495796e+08,-2.500289e+08,1.032007e+32,1.040679e+27,1.044098e+27,1.044097e+27,1.047521e+27,1.768763e+35,1.123241e+06
2.940971e+05,9.637660e+14,-2.500289e+08,-2.504784e+08,-2.504812e+08,-2.509308e+08,1.042448e+32,1.047521e+27,1.050949e+27,1.050949e+27,1.054383e+27,1.767186e+35,1.118902e+06
2.950970e+05,9.635155e+14,-2.509308e+08,-2.513806e+08,-2.513834e+08,-2.518333e+08,1.052957e+32,1.054383e+27,1.057821e+27,1.057821e+27,1.061264e+27,1.765604e+35,1.114591e+06
2.960970e+05,9.632641e+14,-2.518333e+08,-2.522834e+08,-2.522861e+08,-2.527364e+08,1.063536e+32,1.061264e+27,1.064712e+27,1.064711e+27,1.068164e+27,1.764018e+35,1.110307e+06
2.970970e+05,9.630119e+14,-2.527364e+08,-2.531867e+08,-2.531895e+08,-2.536400e+08,1.074183e+32,1.068164e+27,1.071622e+27,1.071622e+27,1.075084e+27,1.762426e+35,1.106050e+06
2.980970e+05,9.627587e+14,-2.536400e+08,-2.540907e+08,-2.540934e+08,-2.545442e+08,1.084899e+32,1.075084e+27,1.078552e+27,1.078551e+27,1.082024e+27,1.760831e+35,1.101820e+06
2.990970e+05,9.625046e+14,-2.545442e+08,-2.549952e+08,-2.549979e+08,-2.554490e+08,1.095684e+32,1.082024e+27,1.085501e+27,1.085500e+27,1.088982e+27,1.759230e+35,1.097616e+06
3.000970e+05,9.622496e+14,-2.554490e+08,-2.559003e+08,-2.559030e+08,-2.563544e+08,1.106539e+32,1.088982e+27,1.092469e+27,1.092469e+27,1.095960e+27,1.757625e+35,1.093438e+06
3.010970e+05,9.619937e+14,-2.563544e+08,-2.568060e+08,-2.568087e+08,-2.572604e+08,1.117464e+32,1.095960e+27,1.099457e+27,1.099456e+27,1.102958e+27,1.756015e+35,1.089287e+06
3.020970e+05,9.617369e+14,-2.572604e+08,-2.577122e+08,-2.577149e+08,-2.581670e+08,1.128458e+32,1.102958e+27,1.106464e+27,1.106463e+27,1.109974e+27,1.754401e+35,1.085161e+06
3.030970e+05,9.614792e+14,-2.581670e+08,-2.586191e+08,-2.586218e+08,-2.590741e+08,1.139523e+32,1.109974e+27,1.113490e+27,1.113489e+27,1.117010e+27,1.752782e+35,1.081061e+06
3.040970e+05,9.612206e+14,-2.590741e+08,-2.595266e+08,-2.595293e+08,-2.599819e+08,1.150657e+32,1.117010e+27,1.120535e+27,1.120535e+27,1.124065e+27,1.751158e+35,1.076985e+06
3.050969e+05,9.609610e+14,-2.599819e+08,-2.604347e+08,-2.604374e+08,-2.608903e+08,1.161863e+32,1.124065e+27,1.127599e+27,1.127599e+27,1.131139e+27,1.749530e+35,1.072935e+06
3.060969e+05,9.607006e+14,-2.608903e+08,-2.613434e+08,-2.613460e+08,-2.617993e+08,1.173138e+32,1.131139e+27,1.134683e+27,1.134683e+27,1.138232e+27,1.747897e+35,1.068910e+06
3.070969e+05,9.604393e+14,-2.617993e+08,-2.622526e+08,-2.622553e+08,-2.627089e+08,1.184485e+32,1.138232e+27,1.141785e+27,1.141785e+27,1.145344e+27,1.746260e+35,1.064908e+06
3.080969e+05,9.601770e+14,-2.627089e+08,-2.631625e+08,-2.631652e+08,-2.636191e+08,1.195903e+32,1.145344e+27,1.148907e+27,1.148907e+27,1.152475e+27,1.744618e+35,1.060932e+06
3.090969e+05,9.599138e+14,-2.636191e+08,-2.640731e+08,-2.640757e+08,-2.645299e+08,1.207392e+32,1.152475e+27,1.156047e+27,1.156047e+27,1.159625e+27,1.742971e+35,1.056979e+06
3.100969e+05,9.596498e+14,-2.645299e+08,-2.649842e+08,-2.649868e+08,-2.654413e+08,1.218952e+32,1.159625e+27,1.163207e+27,1.163206e+27,1.166793e+27,1.741320e+35,1.053050e+06
3.110969e+05,9.593848e+14,-2.654413e+08,-2.658959e+08,-2.658986e+08,-2.663534e+08,1.230584e+32,1.166793e+27,1.170385e+27,1.170385e+27,1.173981e+27,1.739664e+35,1.049144e+06
3.120969e+05,9.591189e+14,-2.663534e+08,-2.668083e+08,-2.668110e+08,-2.672661e+08,1.242288e+32,1.173981e+27,1.177582e+27,1.177582e+27,1.181188e+27,1.738003e+35,1.045262e+06
3.130969e+05,9.588521e+14,-2.672661e+08,-2.677213e+08,-2.677240e+08,-2.681794e+08,1.254064e+32,1.181188e+27,1.184798e+27,1.184798e+27,1.188413e+27,1.736338e+35,1.041402e+06
3.140969e+05,9.585844e+14,-2.681794e+08,-2.686349e+08,-2.686376e+08,-2.690933e+08,1.265912e+32,1.188413e+27,1.192033e+27,1.192032e+27,1.195657e+27,1.734669e+35,1.037566e+06
3.150968e+05,9.583157e+14,-2.690933e+08,-2.695492e+08,-2.695518e+08,-2.700079e+08,1.277832e+32,1.195657e+27,1.199286e+27,1.199286e+27,1.202919e+27,1.732995e+35,1.033752e+06
3.160968e+05,9.580462e+14,-2.700079e+08,-2.704641e+08,-2.704667e+08,-2.709231e+08,1.289825e+32,1.202919e+27,1.206558e+27,1.206558e+27,1.210201e+27,1.731316e+35,1.029961e+06
3.170968e+05,9.577757e+14,-2.709231e+08,-2.713796e+08,-2.713822e+08,-2.718389e+08,1.301890e+32,1.210201e+27,1.213848e+27,1.213848e+27,1.217501e+27,1.729633e+35,1.026192e+06
3.180968e+05,9.575044e+14,-2.718389e+08,-2.722958e+08,-2.722984e+08,-2.727554e+08,1.314028e+32,1.217501e+27,1.221158e+27,1.221157e+27,1.224819e+27,1.727945e+35,1.022445e+06
3.190968e+05,9.572321e+14,-2.727554e+08,-2.732126e+08,-2.732152e+08,-2.736726e+08,1.326240e+32,1.224819e+27,1.228485e+27,1.228485e+27,1.232156e+27,1.726253e+35,1.018719e+06
3.200968e+05,9.569588e+14,-2.736726e+08,-2.741301e+08,-2.741327e+08,-2.745904e+08,1.338525e+32,1.232156e+27,1.235832e+27,1.235831e+27,1.239511e+27,1.724556e+35,1.015016e+06
3.210968e+05,9.566847e+14,-2.745904e+08,-2.750482e+08,-2.750508e+08,-2.755088e+08,1.350883e+32,1.239511e+27,1.243196e+27,1.243196e+27,1.246885e+27,1.722855e+35,1.011333e+06
3.220968e+05,9.564097e+14,-2.755088e+08,-2.759670e+08,-2.759695e+08,-2.764279e+08,1.363315e+32,1.246885e+27,1.250579e+27,1.250579e+27,1.254278e+27,1.721149e+35,1.007672e+06
3.230968e+05,9.561337e+14,-2.764279e+08,-2.768864e+08,-2.768890e+08,-2.773476e+08,1.375820e+32,1.254278e+27,1.257981e+27,1.257980e+27,1.261688e+27,1.719439e+35,1.004032e+06
3.240968e+05,9.558568e+14,-2.773476e+08,-2.778065e+08,-2.778090e+08,-2.782680e+08,1.388400e+32,1.261688e+27,1.265400e+27,1.265400e+27,1.269117e+27,1.717724e+35,1.000413e+06
3.250967e+05,9.555790e+14,-2.782680e+08,-2.787272e+08,-2.787298e+08,-2.791891e+08,1.401054e+32,1.269117e+27,1.272838e+27,1.272838e+27,1.276564e+27,1.716005e+35,9.968138e+05
3.260967e+05,9.553003e+14,-2.791891e+08,-2.796486e+08,-2.796512e+08,-2.801109e+08,1.413782e+32,1.276564e+27,1.280295e+27,1.280294e+27,1.284029e+27,1.714281e+35,9.932354e+05
3.270967e+05,9.550206e+14,-2.801109e+08,-2.805707e+08,-2.805733e+08,-2.810333e+08,1.426585e+32,1.284029e+27,1.287769e+27,1.287769e+27,1.291513e+27,1.712553e+35,9.896772e+05
3.280967e+05,9.547401e+14,-2.810333e+08,-2.814935e+08,-2.814960e+08,-2.819564e+08,1.439462e+32,1.291513e+27,1.295261e+27,1.295261e+27,1.299014e+27,1.710820e+35,9.861391e+05
3.290967e+05,9.544586e+14,-2.819564e+08,-2.824169e+08,-2.824194e+08,-2.828801e+08,1.452415e+32,1.299014e+27,1.302772e+27,1.302772e+27,1.306534e+27,1.709083e+35,9.826208e+05
3.300967e+05,9.541762e+14,-2.828801e+08,-2.833410e+08,-2.833435e+08,-2.838046e+08,1.465443e+32,1.306534e+27,1.310301e+27,1.310300e+27,1.314072e+27,1.707342e+35,9.791222e+05
3.310967e+05,9.538928e+14,-2.838046e+08,-2.842658e+08,-2.842683e+08,-2.847297e+08,1.478545e+32,1.314072e+27,1.317847e+27,1.317847e+27,1.321627e+27,1.705596e+35,9.756431e+05
3.320967e+05,9.536086e+14,-2.847297e+08,-2.851913e+08,-2.851938e+08,-2.856555e+08,1.491724e+32,1.321627e+27,1.325412e+27,1.325412e+27,1.329201e+27,1.703845e+35,9.721833e+05
3.330967e+05,9.533234e+14,-2.856555e+08,-2.861174e+08,-2.861199e+08,-2.865820e+08,1.504978e+32,1.329201e+27,1.332994e+27,1.332994e+27,1.336792e+27,1.702090e+35,9.687426e+05
3.340967e+05,9.530373e+14,-2.865820e+08,-2.870443e+08,-2.870468e+08,-2.875092e+08,1.518308e+32,1.336792e+27,1.340595e+27,1.340595e+27,1.344402e+27,1.700331e+35,9.653210e+05
3.350966e+05,9.527502e+14,-2.875092e+08,-2.879718e+08,-2.879743e+08,-2.884371e+08,1.531713e+32,1.344402e+27,1.348213e+27,1.348213e+27,1.352029e+27,1.698568e+35,9.619181e+05
3.360966e+05,9.524622e+14,-2.884371e+08,-2.889000e+08,-2.889025e+08,-2.893657e+08,1.545195e+32,1.352029e+27,1.355849e+27,1.355849e+27,1.359673e+27,1.696800e+35,9.585338e+05
3.370966e+05,9.521733e+14,-2.893657e+08,-2.898290e+08,-2.898315e+08,-2.902950e+08,1.558754e+32,1.359673e+27,1.363503e+27,1.363502e+27,1.367336e+27,1.695027e+35,9.551680e+05
3.380966e+05,9.518835e+14,-2.902950e+08,-2.907586e+08,-2.907611e+08,-2.912250e+08,1.572389e+32,1.367336e+27,1.371174e+27,1.371174e+27,1.375016e+27,1.693251e+35,9.518205e+05
3.390966e+05,9.515928e+14,-2.912250e+08,-2.916890e+08,-2.916915e+08,-2.921557e+08,1.586100e+32,1.375016e+27,1.378863e+27,1.378863e+27,1.382714e+27,1.691469e+35,9.484912e+05
3.400966e+05,9.513011e+14,-2.921557e+08,-2.926201e+08,-2.926225e+08,-2.930871e+08,1.599889e+32,1.382714e+27,1.386570e+27,1.386569e+27,1.390429e+27,1.689684e+35,9.451798e+05
3.410966e+05,9.510085e+14,-2.930871e+08,-2.935518e+08,-2.935543e+08,-2.940192e+08,1.613754e+32,1.390429e+27,1.394294e+27,1.394293e+27,1.398162e+27,1.687894e+35,9.418863e+05
3.420966e+05,9.507149e+14,-2.940192e+08,-2.944843e+08,-2.944868e+08,-2.949521e+08,1.627697e+32,1.398162e+27,1.402035e+27,1.402035e+27,1.405912e+27,1.686100e+35,9.386104e+05
3.430966e+05,9.504204e+14,-2.949521e+08,-2.954176e+08,-2.954200e+08,-2.958857e+08,1.641717e+32,1.405912e+27,1.409794e+27,1.409794e+27,1.413680e+27,1.684301e+35,9.353520e+05
3.440966e+05,9.501250e+14,-2.958857e+08,-2.963515e+08,-2.963539e+08,-2.968200e+08,1.655815e+32,1.413680e+27,1.417571e+27,1.417570e+27,1.421465e+27,1.682498e+35,9.321109e+05
3.450965e+05,9.498287e+14,-2.968200e+08,-2.972862e+08,-2.972886e+08,-2.977550e+08,1.669991e+32,1.421465e+27,1.425365e+27,1.425364e+27,1.429268e+27,1.680691e+35,9.288871e+05
3.460965e+05,9.495314e+14,-2.977550e+08,-2.982216e+08,-2.982240e+08,-2.986908e+08,1.684244e+32,1.429268e+27,1.433176e+27,1.433175e+27,1.437088e+27,1.678880e+35,9.256803e+05
3.470965e+05,9.492332e+14,-2.986908e+08,-2.991577e+08,-2.991601e+08,-2.996273e+08,1.698576e+32,1.437088e+27,1.441004e+27,1.441004e+27,1.444924e+27,1.677064e+35,9.224905e+05
3.480965e+05,9.489340e+14,-2.996273e+08,-3.000946e+08,-3.000970e+08,-3.005645e+08,1.712986e+32,1.444924e+27,1.448850e+27,1.448849e+27,1.452779e+27,1.675244e+35,9.193173e+05
3.490965e+05,9.486339e+14,-3.005645e+08,-3.010322e+08,-3.010346e+08,-3.015025e+08,1.727474e+32,1.452779e+27,1.456712e+27,1.456712e+27,1.460650e+27,1.673419e+35,9.161608e+05
3.500965e+05,9.483329e+14,-3.015025e+08,-3.019706e+08,-3.019730e+08,-3.024412e+08,1.742041e+32,1.460650e+27,1.464592e+27,1.464592e+27,1.468538e+27,1.671591e+35,9.130208e+05
3.510965e+05,9.480309e+14,-3.024412e+08,-3.029097e+08,-3.029121e+08,-3.033807e+08,1.756687e+32,1.468538e+27,1.472489e+27,1.472489e+27,1.476444e+27,1.669758e+35,9.098971e+05
3.520965e+05,9.477280e+14,-3.033807e+08,-3.038495e+08,-3.038519e+08,-3.043209e+08,1.771412e+32,1.476444e+27,1.480403e+27,1.480402e+27,1.484366e+27,1.667921e+35,9.067896e+05
3.530965e+05,9.474241e+14,-3.043209e+08,-3.047901e+08,-3.047925e+08,-3.052619e+08,1.786216e+32,1.484366e+27,1.488334e+27,1.488333e+27,1.492305e+27,1.666079e+35,9.036981e+05
3.540965e+05,9.471194e+14,-3.052619e+08,-3.057315e+08,-3.057339e+08,-3.062037e+08,1.801099e+32,1.492305e+27,1.496281e+27,1.496281e+27,1.500261e+27,1.664233e+35,9.006226e+05
3.550964e+05,9.468136e+14,-3.062037e+08,-3.066737e+08,-3.066760e+08,-3.071462e+08,1.816061e+32,1.500261e+27,1.504246e+27,1.504246e+27,1.508234e+27,1.662383e+35,8.975628e+05
3.560964e+05,9.465070e+14,-3.071462e+08,-3.076166e+08,-3.076189e+08,-3.080895e+08,1.831104e+32,1.508234e+27,1.512227e+27,1.512227e+27,1.516224e+27,1.660529e+35,8.945187e+05
3.570964e+05,9.461993e+14,-3.080895e+08,-3.085602e+08,-3.085626e+08,-3.090335e+08,1.846226e+32,1.516224e+27,1.520226e+27,1.520225e+27,1.524231e+27,1.658671e+35,8.914901e+05
3.580964e+05,9.458908e+14,-3.090335e+08,-3.095047e+08,-3.095070e+08,-3.099784e+08,1.861428e+32,1.524231e+27,1.528241e+27,1.528240e+27,1.532254e+27,1.656808e+35,8.884769e+05
3.590964e+05,9.455813e+14,-3.099784e+08,-3.104499e+08,-3.104523e+08,-3.109240e+08,1.876710e+32,1.532254e+27,1.536272e+27,1.536272e+27,1.540294e+27,1.654941e+35,8.854790e+05
3.600964e+05,9.452708e+14,-3.109240e+08,-3.113959e+08,-3.113983e+08,-3.118704e+08,1.892073e+32,1.540294e+27,1.544320e+27,1.544320e+27,1.548350e+27,1.653070e+35,8.824961e+05
3.610964e+05,9.449594e+14,-3.118704e+08,-3.123427e+08,-3.123450e+08,-3.128175e+08,1.907516e+32,1.548350e+27,1.552385e+27,1.552385e+27,1.556423e+27,1.651195e+35,8.795283e+05
3.620964e+05,9.446471e+14,-3.128176e+08,-3.132903e+08,-3.132926e+08,-3.137655e+08,1.923040e+32,1.556423e+27,1.560466e+27,1.560466e+27,1.564513e+27,1.649316e+35,8.765754e+05
3.630964e+05,9.443338e+14,-3.137655e+08,-3.142386e+08,-3.142410e+08,-3.147143e+08,1.938644e+32,1.564513e+27,1.568564e+27,1.568564e+27,1.572619e+27,1.647432e+35,8.736372e+05
3.640964e+05,9.440196e+14,-3.147143e+08,-3.151878e+08,-3.151901e+08,-3.156638e+08,1.954330e+32,1.572619e+27,1.576678e+27,1.576678e+27,1.580741e+27,1.645544e+35,8.707136e+05
3.650963e+05,9.437044e+14,-3.156638e+08,-3.161377e+08,-3.161401e+08,-3.166142e+08,1.970096e+32,1.580741e+27,1.584809e+27,1.584808e+27,1.588880e+27,1.643652e+35,8.678045e+05
3.660963e+05,9.433883e+14,-3.166142e+08,-3.170885e+08,-3.170908e+08,-3.175654e+08,1.985944e+32,1.588880e+27,1.592955e+27,1.592955e+27,1.597035e+27,1.641756e+35,8.649099e+05
3.670963e+05,9.430712e+14,-3.175654e+08,-3.180401e+08,-3.180424e+08,-3.185173e+08,2.001873e+32,1.597035e+27,1.601118e+27,1.601118e+27,1.605206e+27,1.639856e+35,8.620295e+05
3.680963e+05,9.427531e+14,-3.185173e+08,-3.189924e+08,-3.189948e+08,-3.194701e+08,2.017885e+32,1.605206e+27,1.609298e+27,1.609297e+27,1.613393e+27,1.637952e+35,8.591633e+05
3.690963e+05,9.424341e+14,-3.194701e+08,-3.199456e+08,-3.199480e+08,-3.204237e+08,2.033977e+32,1.613393e+27,1.617493e+27,1.617493e+27,1.621597e+27,1.636043e+35,8.563111e+05
3.700963e+05,9.421142e+14,-3.204237e+08,-3.208996e+08,-3.209020e+08,-3.213781e+08,2.050152e+32,1.621597e+27,1.625704e+27,1.625704e+27,1.629816e+27,1.634130e+35,8.534728e+05
3.710963e+05,9.417933e+14,-3.213781e+08,-3.218545e+08,-3.218568e+08,-3.223333e+08,2.066409e+32,1.629816e+27,1.633932e+27,1.633932e+27,1.638052e+27,1.632214e+35,8.506484e+05
3.720963e+05,9.414714e+14,-3.223333e+08,-3.228101e+08,-3.228124e+08,-3.232894e+08,2.082748e+32,1.638052e+27,1.642176e+27,1.642175e+27,1.646303e+27,1.630293e+35,8.478376e+05
3.730963e+05,9.411486e+14,-3.232894e+08,-3.237666e+08,-3.237689e+08,-3.242463e+08,2.099170e+32,1.646303e+27,1.650435e+27,1.650435e+27,1.654571e+27,1.628368e+35,8.450405e+05
3.740963e+05,9.408249e+14,-3.242463e+08,-3.247239e+08,-3.247262e+08,-3.252040e+08,2.115674e+32,1.654571e+27,1.658710e+27,1.658710e+27,1.662854e+27,1.626439e+35,8.422568e+05
3.750962e+05,9.405001e+14,-3.252040e+08,-3.256821e+08,-3.256844e+08,-3.261626e+08,2.132261e+32,1.662854e+27,1.667002e+27,1.667001e+27,1.671153e+27,1.624506e+35,8.394865e+05
3.760962e+05,9.401745e+14,-3.261626e+08,-3.266411e+08,-3.266433e+08,-3.271220e+08,2.148931e+32,1.671153e+27,1.675309e+27,1.675308e+27,1.679468e+27,1.622569e+35,8.367295e+05
3.770962e+05,9.398478e+14,-3.271220e+08,-3.276009e+08,-3.276032e+08,-3.280823e+08,2.165684e+32,1.679468e+27,1.683631e+27,1.683631e+27,1.687798e+27,1.620628e+35,8.339856e+05
3.780962e+05,9.395202e+14,-3.280823e+08,-3.285616e+08,-3.285639e+08,-3.290434e+08,2.182520e+32,1.687798e+27,1.691970e+27,1.691969e+27,1.696145e+27,1.618682e+35,8.312548e+05
3.790962e+05,9.391917e+14,-3.290434e+08,-3.295231e+08,-3.295254e+08,-3.300053e+08,2.199439e+32,1.696145e+27,1.700324e+27,1.700323e+27,1.704506e+27,1.616733e+35,8.285369e+05
3.800962e+05,9.388622e+14,-3.300053e+08,-3.304855e+08,-3.304878e+08,-3.309681e+08,2.216442e+32,1.704506e+27,1.708693e+27,1.708693e+27,1.712884e+27,1.614780e+35,8.258319e+05
3.810962e+05,9.385317e+14,-3.309681e+08,-3.314487e+08,-3.314510e+08,-3.319318e+08,2.233529e+32,1.712884e+27,1.717079e+27,1.717078e+27,1.721277e+27,1.612822e+35,8.231396e+05
3.820962e+05,9.382002e+14,-3.319318e+08,-3.324129e+08,-3.324151e+08,-3.328964e+08,2.250700e+32,1.721277e+27,1.725479e+27,1.725479e+27,1.729685e+27,1.610861e+35,8.204600e+05
3.830962e+05,9.378678e+14,-3.328964e+08,-3.333778e+08,-3.333801e+08,-3.338618e+08,2.267954e+32,1.729685e+27,1.733895e+27,1.733895e+27,1.738109e+27,1.608896e+35,8.177929e+05
3.840962e+05,9.375344e+14,-3.338618e+08,-3.343437e+08,-3.343459e+08,-3.348281e+08,2.285293e+32,1.738109e+27,1.742327e+27,1.742326e+27,1.746548e+27,1.606926e+35,8.151383e+05
3.850961e+05,9.372001e+14,-3.348281e+08,-3.353104e+08,-3.353127e+08,-3.357952e+08,2.302716e+32,1.746548e+27,1.750773e+27,1.750773e+27,1.755002e+27,1.604953e+35,8.124960e+05
3.860961e+05,9.368648e+14,-3.357952e+08,-3.362780e+08,-3.362803e+08,-3.367633e+08,2.320224e+32,1.755002e+27,1.759235e+27,1.759235e+27,1.763471e+27,1.602976e+35,8.098660e+05
3.870961e+05,9.365285e+14,-3.367633e+08,-3.372465e+08,-3.372488e+08,-3.377322e+08,2.337816e+32,1.763471e+27,1.767712e+27,1.767712e+27,1.771956e+27,1.600995e+35,8.072481e+05
3.880961e+05,9.361913e+14,-3.377322e+08,-3.382159e+08,-3.382181e+08,-3.387020e+08,2.355493e+32,1.771956e+27,1.776204e+27,1.776204e+27,1.780456e+27,1.599009e+35,8.046423e+05
3.890961e+05,9.358531e+14,-3.387020e+08,-3.391862e+08,-3.391884e+08,-3.396727e+08,2.373255e+32,1.780456e+27,1.784712e+27,1.784711e+27,1.788971e+27,1.597020e+35,8.020485e+05
3.900961e+05,9.355139e+14,-3.396727e+08,-3.401573e+08,-3.401596e+08,-3.406444e+08,2.391102e+32,1.788971e+27,1.793234e+27,1.793233e+27,1.797500e+27,1.595027e+35,7.994666e+05
3.910961e+05,9.351737e+14,-3.406444e+08,-3.411294e+08,-3.411316e+08,-3.416169e+08,2.409034e+32,1.797500e+27,1.801771e+27,1.801771e+27,1.806045e+27,1.593030e+35,7.968964e+05
3.920961e+05,9.348326e+14,-3.416169e+08,-3.421024e+08,-3.421046e+08,-3.425903e+08,2.427052e+32,1.806045e+27,1.810323e+27,1.810323e+27,1.814605e+27,1.591029e+35,7.943379e+05
3.930961e+05,9.344905e+14,-3.425903e+08,-3.430762e+08,-3.430784e+08,-3.435646e+08,2.445155e+32,1.814605e+27,1.818890e+27,1.818890e+27,1.823179e+27,1.589024e+35,7.917911e+05
3.940961e+05,9.341474e+14,-3.435646e+08,-3.440510e+08,-3.440532e+08,-3.445399e+08,2.463343e+32,1.823179e+27,1.827472e+27,1.827472e+27,1.831768e+27,1.587015e+35,7.892558e+05
3.950960e+05,9.338034e+14,-3.445399e+08,-3.450267e+08,-3.450289e+08,-3.455160e+08,2.481618e+32,1.831768e+27,1.836069e+27,1.836068e+27,1.840372e+27,1.585003e+35,7.867318e+05
3.960960e+05,9.334583e+14,-3.455160e+08,-3.460034e+08,-3.460056e+08,-3.464931e+08,2.499978e+32,1.840372e+27,1.844680e+27,1.844680e+27,1.848991e+27,1.582986e+35,7.842193e+05
3.970960e+05,9.331123e+14,-3.464931e+08,-3.469809e+08,-3.469831e+08,-3.474711e+08,2.518425e+32,1.848991e+27,1.853306e+27,1.853306e+27,1.857624e+27,1.580966e+35,7.817180e+05
3.980960e+05,9.327654e+14,-3.474711e+08,-3.479594e+08,-3.479616e+08,-3.484501e+08,2.536958e+32,1.857624e+27,1.861946e+27,1.861946e+27,1.866272e+27,1.578941e+35,7.792278e+05
