t,y0,k1[0],k2[0],k3[0],k4[0],y1,k1[1],k2[1],k3[1],k4[1],P,H
5.720943e+05,8.564820e+14,-5.365096e+08,-5.371231e+08,-5.371249e+08,-5.377389e+08,7.180118e+32,3.522599e+27,3.527654e+27,3.527653e+27,3.532708e+27,1.176831e+35,4.633951e+05
5.730943e+05,8.559448e+14,-5.377389e+08,-5.383534e+08,-5.383552e+08,-5.389703e+08,7.215394e+32,3.532708e+27,3.537763e+27,3.537762e+27,3.542817e+27,1.174291e+35,4.620459e+05
5.740943e+05,8.554065e+14,-5.389703e+08,-5.395859e+08,-5.395876e+08,-5.402038e+08,7.250772e+32,3.542817e+27,3.547873e+27,3.547872e+27,3.552927e+27,1.171749e+35,4.607003e+05
5.750942e+05,8.548669e+14,-5.402038e+08,-5.408205e+08,-5.408222e+08,-5.414394e+08,7.286250e+32,3.552927e+27,3.557984e+27,3.557982e+27,3.563038e+27,1.169204e+35,4.593584e+05
5.760942e+05,8.543261e+14,-5.414394e+08,-5.420572e+08,-5.420590e+08,-5.426773e+08,7.321830e+32,3.563038e+27,3.568095e+27,3.568094e+27,3.573150e+27,1.166658e+35,4.580201e+05
5.770942e+05,8.537840e+14,-5.426773e+08,-5.432961e+08,-5.432979e+08,-5.439173e+08,7.357510e+32,3.573150e+27,3.578207e+27,3.578206e+27,3.583262e+27,1.164110e+35,4.566854e+05
5.780942e+05,8.532408e+14,-5.439173e+08,-5.445372e+08,-5.445390e+08,-5.451595e+08,7.393292e+32,3.583262e+27,3.588319e+27,3.588318e+27,3.593375e+27,1.161560e+35,4.553544e+05
5.790942e+05,8.526962e+14,-5.451595e+08,-5.457805e+08,-5.457823e+08,-5.464039e+08,7.429175e+32,3.593375e+27,3.598432e+27,3.598431e+27,3.603488e+27,1.159008e+35,4.540269e+05
5.800942e+05,8.521504e+14,-5.464039e+08,-5.470260e+08,-5.470278e+08,-5.476505e+08,7.465159e+32,3.603488e+27,3.608545e+27,3.608544e+27,3.613601e+27,1.156455e+35,4.527029e+05
5.810942e+05,8.516034e+14,-5.476505e+08,-5.482737e+08,-5.482755e+08,-5.488993e+08,7.501244e+32,3.613601e+27,3.618659e+27,3.618657e+27,3.623715e+27,1.153899e+35,4.513825e+05
5.820942e+05,8.510552e+14,-5.488993e+08,-5.495236e+08,-5.495254e+08,-5.501503e+08,7.537430e+32,3.623715e+27,3.628772e+27,3.628771e+27,3.633828e+27,1.151342e+35,4.500656e+05
5.830942e+05,8.505056e+14,-5.501503e+08,-5.507758e+08,-5.507776e+08,-5.514036e+08,7.573717e+32,3.633828e+27,3.638885e+27,3.638884e+27,3.643941e+27,1.148783e+35,4.487522e+05
5.840942e+05,8.499549e+14,-5.514036e+08,-5.520302e+08,-5.520320e+08,-5.526592e+08,7.610106e+32,3.643941e+27,3.648998e+27,3.648997e+27,3.654054e+27,1.146222e+35,4.474423e+05
5.850941e+05,8.494028e+14,-5.526592e+08,-5.532869e+08,-5.532887e+08,-5.539170e+08,7.646595e+32,3.654054e+27,3.659111e+27,3.659110e+27,3.664167e+27,1.143659e+35,4.461358e+05
5.860941e+05,8.488496e+14,-5.539170e+08,-5.545458e+08,-5.545476e+08,-5.551770e+08,7.683186e+32,3.664167e+27,3.669224e+27,3.669223e+27,3.674279e+27,1.141095e+35,4.448328e+05
5.870941e+05,8.482950e+14,-5.551770e+08,-5.558071e+08,-5.558088e+08,-5.564394e+08,7.719878e+32,3.674279e+27,3.679336e+27,3.679335e+27,3.684391e+27,1.138529e+35,4.435333e+05
5.880941e+05,8.477392e+14,-5.564394e+08,-5.570706e+08,-5.570723e+08,-5.577041e+08,7.756671e+32,3.684391e+27,3.689447e+27,3.689446e+27,3.694502e+27,1.135961e+35,4.422371e+05
5.890941e+05,8.471821e+14,-5.577041e+08,-5.583364e+08,-5.583382e+08,-5.589711e+08,7.793565e+32,3.694502e+27,3.699558e+27,3.699557e+27,3.704613e+27,1.133392e+35,4.409443e+05
5.900941e+05,8.466238e+14,-5.589711e+08,-5.596046e+08,-5.596063e+08,-5.602404e+08,7.830560e+32,3.704613e+27,3.709668e+27,3.709667e+27,3.714722e+27,1.130821e+35,4.396549e+05
5.910941e+05,8.460642e+14,-5.602404e+08,-5.608750e+08,-5.608768e+08,-5.615120e+08,7.867657e+32,3.714722e+27,3.719777e+27,3.719776e+27,3.724831e+27,1.128248e+35,4.383689e+05
5.920941e+05,8.455033e+14,-5.615120e+08,-5.621478e+08,-5.621496e+08,-5.627860e+08,7.904854e+32,3.724831e+27,3.729885e+27,3.729884e+27,3.734938e+27,1.125673e+35,4.370862e+05
5.930941e+05,8.449412e+14,-5.627860e+08,-5.634230e+08,-5.634247e+08,-5.640624e+08,7.942152e+32,3.734938e+27,3.739992e+27,3.739991e+27,3.745045e+27,1.123097e+35,4.358068e+05
5.940941e+05,8.443778e+14,-5.640624e+08,-5.647005e+08,-5.647023e+08,-5.653411e+08,7.979552e+32,3.745045e+27,3.750098e+27,3.750097e+27,3.755150e+27,1.120519e+35,4.345307e+05
5.950940e+05,8.438131e+14,-5.653411e+08,-5.659805e+08,-5.659822e+08,-5.666222e+08,8.017053e+32,3.755150e+27,3.760202e+27,3.760201e+27,3.765253e+27,1.117940e+35,4.332579e+05
5.960940e+05,8.432471e+14,-5.666222e+08,-5.672628e+08,-5.672645e+08,-5.679057e+08,8.054654e+32,3.765253e+27,3.770305e+27,3.770304e+27,3.775355e+27,1.115359e+35,4.319884e+05
5.970940e+05,8.426799e+14,-5.679057e+08,-5.685475e+08,-5.685492e+08,-5.691916e+08,8.092357e+32,3.775355e+27,3.780407e+27,3.780405e+27,3.785456e+27,1.112776e+35,4.307221e+05
5.980940e+05,8.421113e+14,-5.691916e+08,-5.698346e+08,-5.698363e+08,-5.704799e+08,8.130161e+32,3.785456e+27,3.790506e+27,3.790505e+27,3.795555e+27,1.110192e+35,4.294591e+05
5.990940e+05,8.415415e+14,-5.704799e+08,-5.711241e+08,-5.711259e+08,-5.717707e+08,8.168065e+32,3.795555e+27,3.800604e+27,3.800603e+27,3.805652e+27,1.107606e+35,4.281993e+05
6.000940e+05,8.409704e+14,-5.717707e+08,-5.724161e+08,-5.724179e+08,-5.730639e+08,8.206071e+32,3.805652e+27,3.810700e+27,3.810699e+27,3.815747e+27,1.105018e+35,4.269427e+05
6.010940e+05,8.403980e+14,-5.730639e+08,-5.737106e+08,-5.737123e+08,-5.743596e+08,8.244177e+32,3.815747e+27,3.820794e+27,3.820793e+27,3.825840e+27,1.102429e+35,4.256893e+05
6.020940e+05,8.398242e+14,-5.743596e+08,-5.750075e+08,-5.750092e+08,-5.756577e+08,8.282385e+32,3.825840e+27,3.830886e+27,3.830884e+27,3.835930e+27,1.099839e+35,4.244390e+05
6.030940e+05,8.392492e+14,-5.756577e+08,-5.763069e+08,-5.763086e+08,-5.769584e+08,8.320693e+32,3.835930e+27,3.840976e+27,3.840974e+27,3.846019e+27,1.097247e+35,4.231919e+05
6.040940e+05,8.386729e+14,-5.769584e+08,-5.776088e+08,-5.776105e+08,-5.782615e+08,8.359103e+32,3.846019e+27,3.851063e+27,3.851061e+27,3.856105e+27,1.094653e+35,4.219480e+05
6.050939e+05,8.380953e+14,-5.782615e+08,-5.789132e+08,-5.789149e+08,-5.795672e+08,8.397613e+32,3.856105e+27,3.861148e+27,3.861146e+27,3.866188e+27,1.092058e+35,4.207072e+05
6.060939e+05,8.375164e+14,-5.795672e+08,-5.802201e+08,-5.802218e+08,-5.808753e+08,8.436224e+32,3.866188e+27,3.871230e+27,3.871228e+27,3.876269e+27,1.089462e+35,4.194694e+05
6.070939e+05,8.369362e+14,-5.808754e+08,-5.815295e+08,-5.815312e+08,-5.821861e+08,8.474936e+32,3.876269e+27,3.881309e+27,3.881308e+27,3.886347e+27,1.086864e+35,4.182348e+05
6.080939e+05,8.363547e+14,-5.821861e+08,-5.828415e+08,-5.828432e+08,-5.834993e+08,8.513749e+32,3.886347e+27,3.891386e+27,3.891384e+27,3.896422e+27,1.084265e+35,4.170033e+05
6.090939e+05,8.357719e+14,-5.834993e+08,-5.841561e+08,-5.841578e+08,-5.848152e+08,8.552662e+32,3.896422e+27,3.901460e+27,3.901458e+27,3.906495e+27,1.081664e+35,4.157748e+05
6.100939e+05,8.351877e+14,-5.848152e+08,-5.854732e+08,-5.854749e+08,-5.861336e+08,8.591676e+32,3.906495e+27,3.911530e+27,3.911529e+27,3.916564e+27,1.079061e+35,4.145493e+05
6.110939e+05,8.346022e+14,-5.861336e+08,-5.867929e+08,-5.867946e+08,-5.874546e+08,8.630791e+32,3.916564e+27,3.921598e+27,3.921596e+27,3.926630e+27,1.076458e+35,4.133269e+05
6.120939e+05,8.340154e+14,-5.874546e+08,-5.881152e+08,-5.881169e+08,-5.887782e+08,8.670007e+32,3.926630e+27,3.931662e+27,3.931661e+27,3.936692e+27,1.073853e+35,4.121075e+05
6.130939e+05,8.334273e+14,-5.887782e+08,-5.894401e+08,-5.894419e+08,-5.901045e+08,8.709323e+32,3.936692e+27,3.941723e+27,3.941721e+27,3.946751e+27,1.071246e+35,4.108911e+05
6.140939e+05,8.328379e+14,-5.901045e+08,-5.907677e+08,-5.907694e+08,-5.914333e+08,8.748740e+32,3.946751e+27,3.951780e+27,3.951779e+27,3.956807e+27,1.068639e+35,4.096777e+05
6.150938e+05,8.322471e+14,-5.914333e+08,-5.920979e+08,-5.920996e+08,-5.927648e+08,8.788257e+32,3.956807e+27,3.961834e+27,3.961832e+27,3.966859e+27,1.066029e+35,4.084673e+05
6.160938e+05,8.316550e+14,-5.927648e+08,-5.934308e+08,-5.934325e+08,-5.940990e+08,8.827875e+32,3.966859e+27,3.971884e+27,3.971882e+27,3.976907e+27,1.063419e+35,4.072598e+05
6.170938e+05,8.310616e+14,-5.940990e+08,-5.947663e+08,-5.947680e+08,-5.954359e+08,8.867594e+32,3.976907e+27,3.981930e+27,3.981928e+27,3.986951e+27,1.060807e+35,4.060553e+05
6.180938e+05,8.304669e+14,-5.954359e+08,-5.961045e+08,-5.961062e+08,-5.967755e+08,8.907413e+32,3.986951e+27,3.991972e+27,3.991971e+27,3.996991e+27,1.058194e+35,4.048537e+05
6.190938e+05,8.298708e+14,-5.967755e+08,-5.974454e+08,-5.974471e+08,-5.981177e+08,8.947332e+32,3.996991e+27,4.002010e+27,4.002009e+27,4.007027e+27,1.055580e+35,4.036549e+05
6.200938e+05,8.292733e+14,-5.981177e+08,-5.987890e+08,-5.987907e+08,-5.994627e+08,8.987352e+32,4.007027e+27,4.012044e+27,4.012042e+27,4.017058e+27,1.052964e+35,4.024591e+05
6.210938e+05,8.286745e+14,-5.994627e+08,-6.001354e+08,-6.001371e+08,-6.008104e+08,9.027472e+32,4.017058e+27,4.022073e+27,4.022072e+27,4.027086e+27,1.050347e+35,4.012662e+05
6.220938e+05,8.280744e+14,-6.008104e+08,-6.014845e+08,-6.014862e+08,-6.021609e+08,9.067692e+32,4.027086e+27,4.032098e+27,4.032097e+27,4.037108e+27,1.047729e+35,4.000762e+05
6.230938e+05,8.274729e+14,-6.021609e+08,-6.028363e+08,-6.028380e+08,-6.035142e+08,9.108013e+32,4.037108e+27,4.042119e+27,4.042117e+27,4.047126e+27,1.045110e+35,3.988889e+05
6.240938e+05,8.268701e+14,-6.035142e+08,-6.041910e+08,-6.041927e+08,-6.048702e+08,9.148433e+32,4.047126e+27,4.052134e+27,4.052132e+27,4.057139e+27,1.042489e+35,3.977046e+05
6.250937e+05,8.262659e+14,-6.048702e+08,-6.055484e+08,-6.055501e+08,-6.062290e+08,9.188954e+32,4.057139e+27,4.062145e+27,4.062143e+27,4.067148e+27,1.039867e+35,3.965230e+05
6.260937e+05,8.256604e+14,-6.062290e+08,-6.069086e+08,-6.069103e+08,-6.075906e+08,9.229575e+32,4.067148e+27,4.072151e+27,4.072149e+27,4.077151e+27,1.037244e+35,3.953443e+05
6.270937e+05,8.250535e+14,-6.075906e+08,-6.082717e+08,-6.082733e+08,-6.089551e+08,9.270296e+32,4.077151e+27,4.082151e+27,4.082150e+27,4.087149e+27,1.034620e+35,3.941684e+05
6.280937e+05,8.244452e+14,-6.089551e+08,-6.096375e+08,-6.096392e+08,-6.103224e+08,9.311117e+32,4.087149e+27,4.092147e+27,4.092145e+27,4.097142e+27,1.031994e+35,3.929953e+05
6.290937e+05,8.238356e+14,-6.103224e+08,-6.110063e+08,-6.110080e+08,-6.116925e+08,9.352038e+32,4.097142e+27,4.102137e+27,4.102135e+27,4.107129e+27,1.029368e+35,3.918249e+05
6.300937e+05,8.232246e+14,-6.116925e+08,-6.123779e+08,-6.123795e+08,-6.130656e+08,9.393059e+32,4.107129e+27,4.112122e+27,4.112120e+27,4.117111e+27,1.026740e+35,3.906573e+05
6.310937e+05,8.226122e+14,-6.130656e+08,-6.137523e+08,-6.137540e+08,-6.144415e+08,9.434180e+32,4.117111e+27,4.122101e+27,4.122099e+27,4.127087e+27,1.024112e+35,3.894924e+05
6.320937e+05,8.219984e+14,-6.144415e+08,-6.151297e+08,-6.151314e+08,-6.158203e+08,9.475401e+32,4.127087e+27,4.132074e+27,4.132072e+27,4.137058e+27,1.021482e+35,3.883303e+05
6.330937e+05,8.213833e+14,-6.158203e+08,-6.165100e+08,-6.165117e+08,-6.172021e+08,9.516721e+32,4.137058e+27,4.142042e+27,4.142040e+27,4.147022e+27,1.018851e+35,3.871708e+05
6.340937e+05,8.207668e+14,-6.172021e+08,-6.178932e+08,-6.178949e+08,-6.185868e+08,9.558141e+32,4.147022e+27,4.152003e+27,4.152002e+27,4.156981e+27,1.016219e+35,3.860141e+05
6.350936e+05,8.201489e+14,-6.185868e+08,-6.192794e+08,-6.192810e+08,-6.199744e+08,9.599661e+32,4.156981e+27,4.161959e+27,4.161957e+27,4.166933e+27,1.013586e+35,3.848601e+05
6.360936e+05,8.195296e+14,-6.199744e+08,-6.206685e+08,-6.206702e+08,-6.213650e+08,9.641280e+32,4.166933e+27,4.171908e+27,4.171906e+27,4.176879e+27,1.010951e+35,3.837087e+05
6.370936e+05,8.189090e+14,-6.213650e+08,-6.220606e+08,-6.220623e+08,-6.227586e+08,9.682999e+32,4.176879e+27,4.181851e+27,4.181849e+27,4.186819e+27,1.008316e+35,3.825601e+05
6.380936e+05,8.182869e+14,-6.227586e+08,-6.234557e+08,-6.234574e+08,-6.241552e+08,9.724817e+32,4.186819e+27,4.191787e+27,4.191786e+27,4.196752e+27,1.005680e+35,3.814140e+05
6.390936e+05,8.176635e+14,-6.241552e+08,-6.248538e+08,-6.248555e+08,-6.255548e+08,9.766734e+32,4.196752e+27,4.201717e+27,4.201715e+27,4.206679e+27,1.003043e+35,3.802706e+05
6.400936e+05,8.170386e+14,-6.255548e+08,-6.262549e+08,-6.262566e+08,-6.269575e+08,9.808751e+32,4.206679e+27,4.211640e+27,4.211638e+27,4.216598e+27,1.000405e+35,3.791299e+05
6.410936e+05,8.164124e+14,-6.269575e+08,-6.276591e+08,-6.276608e+08,-6.283632e+08,9.850867e+32,4.216598e+27,4.221556e+27,4.221555e+27,4.226511e+27,9.977656e+34,3.779917e+05
6.420936e+05,8.157847e+14,-6.283632e+08,-6.290663e+08,-6.290680e+08,-6.297719e+08,9.893082e+32,4.226511e+27,4.231466e+27,4.231464e+27,4.236417e+27,9.951255e+34,3.768562e+05
6.430936e+05,8.151557e+14,-6.297719e+08,-6.304767e+08,-6.304783e+08,-6.311838e+08,9.935396e+32,4.236417e+27,4.241368e+27,4.241366e+27,4.246315e+27,9.924844e+34,3.757232e+05
6.440936e+05,8.145252e+14,-6.311838e+08,-6.318901e+08,-6.318917e+08,-6.325988e+08,9.977809e+32,4.246315e+27,4.251262e+27,4.251261e+27,4.256206e+27,9.898425e+34,3.745928e+05
6.450935e+05,8.138933e+14,-6.325988e+08,-6.333066e+08,-6.333083e+08,-6.340169e+08,1.002032e+33,4.256206e+27,4.261150e+27,4.261148e+27,4.266090e+27,9.871996e+34,3.734650e+05
6.460935e+05,8.132600e+14,-6.340169e+08,-6.347263e+08,-6.347279e+08,-6.354381e+08,1.006293e+33,4.266090e+27,4.271030e+27,4.271028e+27,4.275966e+27,9.845558e+34,3.723397e+05
6.470935e+05,8.126253e+14,-6.354381e+08,-6.361491e+08,-6.361507e+08,-6.368625e+08,1.010564e+33,4.275966e+27,4.280902e+27,4.280900e+27,4.285834e+27,9.819112e+34,3.712170e+05
6.480935e+05,8.119891e+14,-6.368625e+08,-6.375750e+08,-6.375767e+08,-6.382901e+08,1.014845e+33,4.285834e+27,4.290766e+27,4.290764e+27,4.295695e+27,9.792656e+34,3.700968e+05
6.490935e+05,8.113516e+14,-6.382901e+08,-6.390042e+08,-6.390059e+08,-6.397208e+08,1.019136e+33,4.295695e+27,4.300623e+27,4.300621e+27,4.305547e+27,9.766193e+34,3.689791e+05
6.500935e+05,8.107126e+14,-6.397208e+08,-6.404366e+08,-6.404382e+08,-6.411548e+08,1.023436e+33,4.305547e+27,4.310471e+27,4.310469e+27,4.315391e+27,9.739721e+34,3.678639e+05
6.510935e+05,8.100721e+14,-6.411548e+08,-6.418721e+08,-6.418738e+08,-6.425920e+08,1.027747e+33,4.315391e+27,4.320311e+27,4.320309e+27,4.325227e+27,9.713241e+34,3.667512e+05
6.520935e+05,8.094303e+14,-6.425920e+08,-6.433110e+08,-6.433126e+08,-6.440324e+08,1.032067e+33,4.325227e+27,4.330143e+27,4.330141e+27,4.335055e+27,9.686752e+34,3.656410e+05
6.530935e+05,8.087870e+14,-6.440324e+08,-6.447530e+08,-6.447547e+08,-6.454761e+08,1.036397e+33,4.335055e+27,4.339967e+27,4.339965e+27,4.344874e+27,9.660256e+34,3.645333e+05
6.540935e+05,8.081422e+14,-6.454761e+08,-6.461984e+08,-6.462001e+08,-6.469231e+08,1.040737e+33,4.344874e+27,4.349781e+27,4.349779e+27,4.354684e+27,9.633752e+34,3.634280e+05
6.550934e+05,8.074960e+14,-6.469231e+08,-6.476471e+08,-6.476487e+08,-6.483734e+08,1.045087e+33,4.354684e+27,4.359587e+27,4.359585e+27,4.364486e+27,9.607241e+34,3.623252e+05
6.560934e+05,8.068484e+14,-6.483734e+08,-6.490990e+08,-6.491007e+08,-6.498271e+08,1.049446e+33,4.364486e+27,4.369384e+27,4.369382e+27,4.374279e+27,9.580722e+34,3.612247e+05
6.570934e+05,8.061993e+14,-6.498271e+08,-6.505543e+08,-6.505560e+08,-6.512840e+08,1.053816e+33,4.374279e+27,4.379172e+27,4.379171e+27,4.384062e+27,9.554195e+34,3.601268e+05
6.580934e+05,8.055487e+14,-6.512840e+08,-6.520130e+08,-6.520146e+08,-6.527444e+08,1.058195e+33,4.384062e+27,4.388951e+27,4.388949e+27,4.393836e+27,9.527662e+34,3.590312e+05
6.590934e+05,8.048967e+14,-6.527444e+08,-6.534750e+08,-6.534766e+08,-6.542081e+08,1.062584e+33,4.393836e+27,4.398721e+27,4.398719e+27,4.403601e+27,9.501122e+34,3.579380e+05
6.600934e+05,8.042433e+14,-6.542081e+08,-6.549404e+08,-6.549420e+08,-6.556752e+08,1.066982e+33,4.403601e+27,4.408481e+27,4.408479e+27,4.413357e+27,9.474575e+34,3.568472e+05
6.610934e+05,8.035883e+14,-6.556752e+08,-6.564092e+08,-6.564109e+08,-6.571457e+08,1.071391e+33,4.413357e+27,4.418232e+27,4.418230e+27,4.423102e+27,9.448021e+34,3.557588e+05
6.620934e+05,8.029319e+14,-6.571457e+08,-6.578814e+08,-6.578831e+08,-6.586197e+08,1.075809e+33,4.423102e+27,4.427973e+27,4.427971e+27,4.432838e+27,9.421460e+34,3.546727e+05
6.630934e+05,8.022741e+14,-6.586197e+08,-6.593571e+08,-6.593588e+08,-6.600971e+08,1.080237e+33,4.432838e+27,4.437704e+27,4.437702e+27,4.442564e+27,9.394894e+34,3.535891e+05
6.640934e+05,8.016147e+14,-6.600971e+08,-6.608363e+08,-6.608380e+08,-6.615780e+08,1.084675e+33,4.442564e+27,4.447425e+27,4.447423e+27,4.452280e+27,9.368321e+34,3.525077e+05
6.650933e+05,8.009539e+14,-6.615780e+08,-6.623190e+08,-6.623206e+08,-6.630624e+08,1.089122e+33,4.452280e+27,4.457135e+27,4.457133e+27,4.461986e+27,9.341742e+34,3.514287e+05
6.660933e+05,8.002916e+14,-6.630624e+08,-6.638051e+08,-6.638068e+08,-6.645504e+08,1.093579e+33,4.461986e+27,4.466836e+27,4.466834e+27,4.471681e+27,9.315157e+34,3.503520e+05
6.670933e+05,7.996278e+14,-6.645504e+08,-6.652948e+08,-6.652965e+08,-6.660418e+08,1.098046e+33,4.471681e+27,4.476526e+27,4.476524e+27,4.481366e+27,9.288566e+34,3.492776e+05
6.680933e+05,7.989625e+14,-6.660418e+08,-6.667881e+08,-6.667897e+08,-6.675369e+08,1.102522e+33,4.481366e+27,4.486205e+27,4.486203e+27,4.491040e+27,9.261970e+34,3.482055e+05
6.690933e+05,7.982957e+14,-6.675369e+08,-6.682849e+08,-6.682865e+08,-6.690355e+08,1.107009e+33,4.491040e+27,4.495874e+27,4.495872e+27,4.500703e+27,9.235369e+34,3.471357e+05
6.700933e+05,7.976274e+14,-6.690355e+08,-6.697853e+08,-6.697870e+08,-6.705377e+08,1.111504e+33,4.500703e+27,4.505532e+27,4.505530e+27,4.510356e+27,9.208762e+34,3.460682e+05
6.710933e+05,7.969576e+14,-6.705377e+08,-6.712893e+08,-6.712910e+08,-6.720435e+08,1.116010e+33,4.510356e+27,4.515179e+27,4.515177e+27,4.519997e+27,9.182150e+34,3.450030e+05
6.720933e+05,7.962863e+14,-6.720435e+08,-6.727970e+08,-6.727986e+08,-6.735530e+08,1.120525e+33,4.519997e+27,4.524815e+27,4.524812e+27,4.529627e+27,9.155533e+34,3.439400e+05
6.730933e+05,7.956136e+14,-6.735530e+08,-6.743083e+08,-6.743100e+08,-6.750662e+08,1.125050e+33,4.529627e+27,4.534439e+27,4.534437e+27,4.539246e+27,9.128911e+34,3.428792e+05
6.740933e+05,7.949393e+14,-6.750662e+08,-6.758233e+08,-6.758250e+08,-6.765830e+08,1.129584e+33,4.539246e+27,4.544052e+27,4.544050e+27,4.548853e+27,9.102285e+34,3.418207e+05
6.750932e+05,7.942634e+14,-6.765830e+08,-6.773420e+08,-6.773437e+08,-6.781036e+08,1.134128e+33,4.548853e+27,4.553653e+27,4.553651e+27,4.558448e+27,9.075654e+34,3.407644e+05
6.760932e+05,7.935861e+14,-6.781036e+08,-6.788644e+08,-6.788661e+08,-6.796279e+08,1.138682e+33,4.558448e+27,4.563242e+27,4.563240e+27,4.568032e+27,9.049019e+34,3.397104e+05
6.770932e+05,7.929072e+14,-6.796279e+08,-6.803906e+08,-6.803922e+08,-6.811559e+08,1.143245e+33,4.568032e+27,4.572820e+27,4.572818e+27,4.577603e+27,9.022380e+34,3.386585e+05
6.780932e+05,7.922269e+14,-6.811559e+08,-6.819205e+08,-6.819222e+08,-6.826877e+08,1.147818e+33,4.577603e+27,4.582385e+27,4.582383e+27,4.587163e+27,8.995737e+34,3.376088e+05
6.790932e+05,7.915449e+14,-6.826877e+08,-6.834543e+08,-6.834559e+08,-6.842234e+08,1.152400e+33,4.587163e+27,4.591939e+27,4.591937e+27,4.596710e+27,8.969090e+34,3.365614e+05
6.800932e+05,7.908615e+14,-6.842234e+08,-6.849918e+08,-6.849934e+08,-6.857628e+08,1.156992e+33,4.596710e+27,4.601480e+27,4.601477e+27,4.606244e+27,8.942439e+34,3.355161e+05
6.810932e+05,7.901765e+14,-6.857628e+08,-6.865332e+08,-6.865348e+08,-6.873061e+08,1.161593e+33,4.606244e+27,4.611008e+27,4.611006e+27,4.615766e+27,8.915785e+34,3.344729e+05
6.820932e+05,7.894900e+14,-6.873061e+08,-6.880784e+08,-6.880800e+08,-6.888533e+08,1.166204e+33,4.615766e+27,4.620524e+27,4.620521e+27,4.625276e+27,8.889127e+34,3.334319e+05
6.830932e+05,7.888019e+14,-6.888533e+08,-6.896275e+08,-6.896291e+08,-6.904043e+08,1.170825e+33,4.625276e+27,4.630027e+27,4.630024e+27,4.634772e+27,8.862466e+34,3.323931e+05
6.840932e+05,7.881123e+14,-6.904043e+08,-6.911805e+08,-6.911821e+08,-6.919593e+08,1.175455e+33,4.634772e+27,4.639516e+27,4.639514e+27,4.644255e+27,8.835803e+34,3.313564e+05
6.850931e+05,7.874211e+14,-6.919593e+08,-6.927374e+08,-6.927391e+08,-6.935182e+08,1.180094e+33,4.644255e+27,4.648993e+27,4.648991e+27,4.653725e+27,8.809136e+34,3.303218e+05
6.860931e+05,7.867284e+14,-6.935182e+08,-6.942983e+08,-6.942999e+08,-6.950811e+08,1.184743e+33,4.653725e+27,4.658457e+27,4.658454e+27,4.663182e+27,8.782466e+34,3.292894e+05
6.870931e+05,7.860341e+14,-6.950811e+08,-6.958632e+08,-6.958648e+08,-6.966479e+08,1.189402e+33,4.663182e+27,4.667906e+27,4.667904e+27,4.672625e+27,8.755794e+34,3.282590e+05
6.880931e+05,7.853382e+14,-6.966479e+08,-6.974321e+08,-6.974337e+08,-6.982188e+08,1.194069e+33,4.672625e+27,4.677343e+27,4.677340e+27,4.682055e+27,8.729120e+34,3.272308e+05
6.890931e+05,7.846408e+14,-6.982188e+08,-6.990049e+08,-6.990066e+08,-6.997937e+08,1.198747e+33,4.682055e+27,4.686765e+27,4.686763e+27,4.691470e+27,8.702444e+34,3.262046e+05
6.900931e+05,7.839418e+14,-6.997937e+08,-7.005819e+08,-7.005835e+08,-7.013727e+08,1.203433e+33,4.691470e+27,4.696174e+27,4.696172e+27,4.700872e+27,8.675765e+34,3.251806e+05
6.910931e+05,7.832412e+14,-7.013727e+08,-7.021629e+08,-7.021645e+08,-7.029557e+08,1.208130e+33,4.700872e+27,4.705569e+27,4.705566e+27,4.710259e+27,8.649085e+34,3.241585e+05
6.920931e+05,7.825391e+14,-7.029557e+08,-7.037480e+08,-7.037496e+08,-7.045429e+08,1.212835e+33,4.710259e+27,4.714949e+27,4.714947e+27,4.719632e+27,8.622402e+34,3.231386e+05
6.930931e+05,7.818353e+14,-7.045429e+08,-7.053372e+08,-7.053389e+08,-7.061342e+08,1.217550e+33,4.719632e+27,4.724315e+27,4.724312e+27,4.728991e+27,8.595719e+34,3.221207e+05
6.940931e+05,7.811300e+14,-7.061342e+08,-7.069306e+08,-7.069322e+08,-7.077297e+08,1.222274e+33,4.728991e+27,4.733666e+27,4.733664e+27,4.738335e+27,8.569033e+34,3.211048e+05
6.950930e+05,7.804231e+14,-7.077297e+08,-7.085282e+08,-7.085298e+08,-7.093294e+08,1.227008e+33,4.738335e+27,4.743003e+27,4.743000e+27,4.747664e+27,8.542347e+34,3.200910e+05
6.960930e+05,7.797146e+14,-7.093294e+08,-7.101300e+08,-7.101316e+08,-7.109332e+08,1.231751e+33,4.747664e+27,4.752324e+27,4.752322e+27,4.756978e+27,8.515659e+34,3.190792e+05
6.970930e+05,7.790044e+14,-7.109332e+08,-7.117359e+08,-7.117376e+08,-7.125413e+08,1.236503e+33,4.756978e+27,4.761631e+27,4.761629e+27,4.766277e+27,8.488971e+34,3.180694e+05
6.980930e+05,7.782927e+14,-7.125413e+08,-7.133462e+08,-7.133478e+08,-7.141537e+08,1.241265e+33,4.766277e+27,4.770923e+27,4.770920e+27,4.775561e+27,8.462282e+34,3.170616e+05
6.990930e+05,7.775794e+14,-7.141537e+08,-7.149607e+08,-7.149623e+08,-7.157704e+08,1.246036e+33,4.775561e+27,4.780199e+27,4.780196e+27,4.784830e+27,8.435592e+34,3.160558e+05
7.000930e+05,7.768644e+14,-7.157704e+08,-7.165795e+08,-7.165811e+08,-7.173914e+08,1.250816e+33,4.784830e+27,4.789459e+27,4.789457e+27,4.794082e+27,8.408902e+34,3.150520e+05
